       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   0.00000000e+00   0.00000000e+00  -3.74017305e-06  -4.54550286e-18   2.95570294e-18   0.00000000e+00
  8.00000000e-08   0.00000000e+00   0.00000000e+00  -2.02907611e-06  -2.46598902e-18   1.60347194e-18  -4.30443680e-41
  1.60000000e-07   0.00000000e+00   0.00000000e+00  -1.18251882e-06  -1.43715347e-18   9.34470692e-19  -1.46309479e-41
  2.40000000e-07   0.00000000e+00   0.00000000e+00  -2.24146190e-06  -2.72412577e-18   1.77128037e-18  -5.25281548e-41
  3.20000000e-07   0.00000000e+00   0.00000000e+00   2.70003555e-07   3.28146575e-19  -2.13363084e-19  -7.60567132e-43
  4.00000000e-07   0.00000000e+00   0.00000000e+00  -2.45385753e-06  -2.98226616e-18   1.93910939e-18  -6.29558634e-41
  4.80000000e-07   0.00000000e+00   0.00000000e+00   1.73188603e-06   2.10482760e-18  -1.36858532e-18  -3.13545978e-41
  5.60000000e-07   0.00000000e+00   0.00000000e+00   1.37771080e-07   1.67438710e-19  -1.08870259e-19  -1.98279241e-43
  6.40000000e-07   0.00000000e+00   0.00000000e+00  -6.26643988e-07  -7.61586066e-19   4.95189401e-19  -4.10558362e-42
  7.20000000e-07   0.00000000e+00   0.00000000e+00   3.97788097e-07   4.83448220e-19  -3.14341761e-19  -1.65411773e-42
  8.00000000e-07   0.00000000e+00   0.00000000e+00   7.24948963e-08   8.81060048e-20  -5.72872512e-20  -5.48475893e-44
  8.80000000e-07   0.00000000e+00   0.00000000e+00  -3.54410079e-07  -4.30729023e-19   2.80063571e-19  -1.31303415e-42
  9.60000000e-07   0.00000000e+00   0.00000000e+00   3.33291638e-07   4.05063144e-19  -2.63374916e-19  -1.16112822e-42
  1.04000000e-06   0.00000000e+00   0.00000000e+00  -4.77168747e-07  -5.79922563e-19   3.77070611e-19  -2.38039336e-42
  1.12000000e-06   0.00000000e+00   0.00000000e+00   4.78512599e-13   5.81555927e-25  -3.78132362e-25  -2.39523372e-54
  1.20000000e-06   0.00000000e+00   0.00000000e+00   1.65175962e-13   2.00745101e-25  -1.30526086e-25  -2.85176899e-55
  1.28000000e-06   0.00000000e+00   0.00000000e+00   4.72491269e-13   5.74237959e-25  -3.73374160e-25  -2.33420844e-54
  1.36000000e-06   0.00000000e+00   0.00000000e+00  -5.07303068e-13  -6.16546162e-25   4.00883295e-25  -2.69046305e-54
  1.44000000e-06   0.00000000e+00   0.00000000e+00   2.42054991e-13   2.94179328e-25  -1.91277776e-25  -6.12509612e-55
  1.52000000e-06   0.00000000e+00   0.00000000e+00   8.69031273e-14   1.05616924e-25  -6.86729772e-26  -7.90463523e-56
  1.60000000e-06   0.00000000e+00   0.00000000e+00   1.46969062e-13   1.78617511e-25  -1.16138548e-25  -2.26049765e-55
  1.68000000e-06   0.00000000e+00   0.00000000e+00   2.64817497e-13   3.21843532e-25  -2.09265265e-25  -7.33303022e-55
  1.76000000e-06   0.00000000e+00   0.00000000e+00  -3.98211011e-13  -4.83962123e-25   3.14676083e-25  -1.65778251e-54
  1.84000000e-06   0.00000000e+00   0.00000000e+00   2.98542979e-14   3.62831489e-26  -2.35915966e-26  -9.33519041e-57
  1.92000000e-06   0.00000000e+00   0.00000000e+00   4.55781644e-13   5.53930068e-25  -3.60169806e-25  -2.17189966e-54
  2.00000000e-06   0.00000000e+00   0.00000000e+00   8.07257045e-14   9.81092494e-26  -6.37914266e-26  -6.81868168e-56
  2.08000000e-06   0.00000000e+00   0.00000000e+00  -1.08190585e-13  -1.31488441e-25   8.54948467e-26  -1.22352264e-55
  2.16000000e-06   0.00000000e+00   0.00000000e+00  -3.57925058e-13  -4.35000958e-25   2.82841137e-25  -1.33961813e-54
  2.24000000e-06   0.00000000e+00   0.00000000e+00   2.35266243e-13   2.85928684e-25  -1.85913141e-25  -5.78470250e-55
  2.32000000e-06   0.00000000e+00   0.00000000e+00  -3.62194648e-14  -4.40189966e-26   2.86215072e-26  -1.37104293e-56
  2.40000000e-06   0.00000000e+00   0.00000000e+00   8.73439961e-13   1.06152730e-24  -6.90213625e-25  -7.97661317e-54
  2.48000000e-06   0.00000000e+00   0.00000000e+00   1.69674278e-13   2.06212088e-25  -1.34080766e-25  -3.01042896e-55
  2.56000000e-06   0.00000000e+00   0.00000000e+00  -6.74475458e-14  -8.19717602e-26   5.32987008e-26  -4.75332434e-56
  2.64000000e-06   0.00000000e+00   0.00000000e+00  -1.78051783e-13  -2.16393612e-25   1.40700875e-25  -3.31398157e-55
  2.72000000e-06   0.00000000e+00   0.00000000e+00  -4.39141890e-13  -5.33707094e-25   3.47020665e-25  -2.01648760e-54
  2.80000000e-06   0.00000000e+00   0.00000000e+00  -5.59853261e-13  -6.80412560e-25   4.42409743e-25  -3.27731778e-54
  2.88000000e-06   0.00000000e+00   0.00000000e+00   1.55528290e-14   1.89019890e-26  -1.22902259e-26  -2.52113541e-57
