     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0   0.000000e+00   1.000000e-01   1.161172e+01   1.088204e+00  -2.796634e+05   1.455187e+05  -2.357857e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   7.762693e-02   1.162336e+01   8.995754e-01  -2.796634e+05   1.455187e+05  -2.357857e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       16000   1.599900e-07   5.525385e-02   1.163500e+01   7.109468e-01  -2.796634e+05   1.455187e+05  -2.357857e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       24000   2.399900e-07   3.288078e-02   1.164665e+01   5.223182e-01  -2.796634e+05   1.455187e+05  -2.357857e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       32000   3.199900e-07   1.050771e-02   1.165829e+01   3.336897e-01  -2.796634e+05   1.455187e+05  -2.357857e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
