     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0   0.000000e+00   1.000000e-01   1.462832e+01   2.956988e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   1.895562e-01   1.469737e+01   2.803924e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       16000   1.599900e-07   2.791123e-01   1.476642e+01   2.650859e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       24000   2.399900e-07   3.686685e-01   1.483547e+01   2.497795e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       32000   3.199900e-07   4.582246e-01   1.490452e+01   2.344731e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       40000   3.999900e-07   5.477808e-01   1.497357e+01   2.191667e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       48000   4.799900e-07   6.373369e-01   1.504262e+01   2.038602e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       56000   5.599900e-07   7.268931e-01   1.511167e+01   1.885538e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       64000   6.399900e-07   8.164493e-01   1.518072e+01   1.732474e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       72000   7.199900e-07   9.060054e-01   1.524977e+01   1.579409e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       80000   7.999900e-07   9.955616e-01   1.531882e+01   1.426345e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       88000   8.799900e-07   1.085118e+00   1.538786e+01   1.273281e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       96000   9.599900e-07   1.174674e+00   1.545691e+01   1.120216e+00   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
      104000   1.039990e-06   1.264230e+00   1.552596e+01   9.671522e-01   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
      112000   1.119990e-06   1.353786e+00   1.559501e+01   8.140879e-01   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
      120000   1.199990e-06   1.443342e+00   1.566406e+01   6.610236e-01   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
      128000   1.279990e-06   1.532899e+00   1.573311e+01   5.079593e-01   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
      136000   1.359990e-06   1.622455e+00   1.580216e+01   3.548950e-01   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
      144000   1.439990e-06   1.712011e+00   1.587121e+01   2.018307e-01   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
      152000   1.519990e-06   1.801567e+00   1.594026e+01   4.876642e-02   1.119452e+06   8.631193e+05  -1.913304e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
