     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0  9.792598e-318   1.000000e-01   1.335360e+01   1.974684e+01   8.959675e+05   4.976810e+05   1.849564e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.114552e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   1.716771e-01   1.339342e+01   1.989480e+01   8.959607e+05   4.976956e+05   1.849563e+06  -7.146684e+06   1.339644e+07  -1.428453e+05   2.114552e+06   2.504936e-27  1.470168e-314   0.000000e+00
       16000   1.599900e-07   2.433538e-01   1.343323e+01   2.004277e+01   8.959578e+05   4.977016e+05   1.849563e+06  -7.644308e+06   1.376120e+07   2.219666e+00   2.114552e+06   2.667492e-27  1.470168e-314   0.000000e+00
       24000   2.399900e-07   3.150304e-01   1.347305e+01   2.019073e+01   8.959577e+05   4.977019e+05   1.849563e+06   1.528959e+01  -3.172755e+01   1.131096e+00   2.114552e+06   1.337180e-38  1.470168e-314   0.000000e+00
       32000   3.199900e-07   3.867070e-01   1.351286e+01   2.033870e+01   8.959577e+05   4.977019e+05   1.849563e+06   7.902419e-01  -1.422585e+00  -2.971115e-21   2.114552e+06   2.872050e-41  1.470168e-314   0.000000e+00
       40000   3.999900e-07   4.583836e-01   1.355268e+01   2.048666e+01   8.959577e+05   4.977019e+05   1.849563e+06   7.571879e+00  -1.363082e+01   1.863634e-20   2.114552e+06   2.617403e-39  1.470168e-314   0.000000e+00
       48000   4.799900e-07   5.300602e-01   1.359250e+01   2.063463e+01   8.959577e+05   4.977019e+05   1.849563e+06   1.300967e+00  -2.341987e+00  -2.148063e-21   2.114552e+06   7.751096e-41  1.470168e-314   0.000000e+00
       56000   5.599900e-07   6.017368e-01   1.363231e+01   2.078259e+01   8.959577e+05   4.977019e+05   1.849563e+06   1.115739e+00  -2.008542e+00  -2.443799e-21   2.114552e+06   5.682233e-41  1.470168e-314   0.000000e+00
       64000   6.399900e-07   6.734134e-01   1.367213e+01   2.093056e+01   8.959577e+05   4.977019e+05   1.849563e+06  -1.023609e+01   1.842690e+01  -2.644842e-20   2.114552e+06   4.786254e-39  1.470168e-314   0.000000e+00
       72000   7.199900e-07   7.450900e-01   1.371194e+01   2.107852e+01   8.959577e+05   4.977019e+05   1.849563e+06   6.183122e+00  -1.113079e+01  -2.483943e-20   2.114552e+06   1.747053e-39  1.470168e-314   0.000000e+00
