     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0   0.000000e+00   1.000000e-01   1.222717e+01   1.053920e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   2.453852e-01   1.224516e+01   1.053244e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       16000   1.599900e-07   3.907704e-01   1.226316e+01   1.052569e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       24000   2.399900e-07   5.361557e-01   1.228116e+01   1.051893e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       32000   3.199900e-07   6.815409e-01   1.229915e+01   1.051217e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       40000   3.999900e-07   8.269261e-01   1.231715e+01   1.050541e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       48000   4.799900e-07   9.723113e-01   1.233515e+01   1.049866e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       56000   5.599900e-07   1.117697e+00   1.235314e+01   1.049190e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       64000   6.399900e-07   1.263082e+00   1.237114e+01   1.048514e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       72000   7.199900e-07   1.408467e+00   1.238914e+01   1.047838e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       80000   7.999900e-07   1.553852e+00   1.240713e+01   1.047163e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       88000   8.799900e-07   1.699237e+00   1.242513e+01   1.046487e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       96000   9.599900e-07   1.844623e+00   1.244313e+01   1.045811e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      104000   1.039990e-06   1.990008e+00   1.246112e+01   1.045135e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      112000   1.119990e-06   2.135393e+00   1.247912e+01   1.044460e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      120000   1.199990e-06   2.280778e+00   1.249712e+01   1.043784e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      128000   1.279990e-06   2.426164e+00   1.251511e+01   1.043108e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      136000   1.359990e-06   2.571549e+00   1.253311e+01   1.042432e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      144000   1.439990e-06   2.716934e+00   1.255110e+01   1.041756e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      152000   1.519990e-06   2.862319e+00   1.256910e+01   1.041081e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      160000   1.599990e-06   3.007704e+00   1.258710e+01   1.040405e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      168000   1.679990e-06   3.153090e+00   1.260509e+01   1.039729e+01   1.817315e+06   2.249561e+05  -8.447039e+04   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
