     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0   0.000000e+00   1.000000e-01   1.101094e+01   1.000275e+00  -1.744491e+04   2.602598e+03  -2.378774e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   9.860441e-02   1.101115e+01   8.099731e-01  -1.744491e+04   2.602598e+03  -2.378774e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       16000   1.599900e-07   9.720881e-02   1.101136e+01   6.196711e-01  -1.744491e+04   2.602598e+03  -2.378774e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       24000   2.399900e-07   9.581322e-02   1.101157e+01   4.293692e-01  -1.744491e+04   2.602598e+03  -2.378774e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       32000   3.199900e-07   9.441763e-02   1.101177e+01   2.390672e-01  -1.744491e+04   2.602598e+03  -2.378774e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
       40000   3.999900e-07   9.302203e-02   1.101198e+01   4.876526e-02  -1.744491e+04   2.602598e+03  -2.378774e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.378840e+06   0.000000e+00   0.000000e+00   0.000000e+00
