     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0   0.000000e+00   1.000000e-01   1.038111e+01   2.096498e+01   8.574467e+04  -9.438919e+04   1.519789e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   1.068596e-01   1.037356e+01   2.108657e+01   8.574545e+04  -9.438849e+04   1.519789e+06   1.602808e+07   1.456041e+07   4.235985e-15   1.525130e+06   2.626930e-27   0.000000e+00   0.000000e+00
       16000   1.599900e-07   1.137193e-01   1.036600e+01   2.120815e+01   8.574582e+04  -9.438816e+04   1.519789e+06   9.859960e+06   8.957165e+06   2.372851e-15   1.525130e+06   9.940458e-28   0.000000e+00   0.000000e+00
       24000   2.399900e-07   1.205790e-01   1.035845e+01   2.132973e+01   8.574668e+04  -9.438737e+04   1.519789e+06   3.535678e+06   3.212004e+06   6.394239e-16   1.525130e+06   1.279262e-28   0.000000e+00   0.000000e+00
       32000   3.199900e-07   1.274387e-01   1.035090e+01   2.145132e+01   8.574705e+04  -9.438703e+04   1.519789e+06   1.131122e+07   1.027581e+07   2.605504e-15   1.525130e+06   1.308265e-27   0.000000e+00   0.000000e+00
       40000   3.999900e-07   1.342985e-01   1.034335e+01   2.157290e+01   8.574758e+04  -9.438655e+04   1.519789e+06  -6.064351e+04  -5.509296e+04  -2.268457e-17   1.525130e+06   3.627613e-32   0.000000e+00   0.000000e+00
       48000   4.799900e-07   1.411583e-01   1.033580e+01   2.169448e+01   8.574817e+04  -9.438601e+04   1.519789e+06   1.276246e+07   1.159449e+07   1.995698e-15   1.525130e+06   1.665572e-27   0.000000e+00   0.000000e+00
       56000   5.599900e-07   1.480182e-01   1.032825e+01   2.181606e+01   8.574836e+04  -9.438585e+04   1.519789e+06   6.594523e+06   5.991041e+06  -8.191631e-16   1.525130e+06   4.446338e-28   0.000000e+00   0.000000e+00
       64000   6.399900e-07   1.548781e-01   1.032070e+01   2.193765e+01   8.574893e+04  -9.438532e+04   1.519789e+06   1.438496e+06   1.306872e+06   6.271539e-17   1.525130e+06   2.119528e-29   0.000000e+00   0.000000e+00
       72000   7.199900e-07   1.617380e-01   1.031315e+01   2.205923e+01   8.574914e+04  -9.438513e+04   1.519789e+06   8.045827e+06   7.309655e+06  -3.489306e-15   1.525130e+06   6.619213e-28   0.000000e+00   0.000000e+00
       80000   7.999900e-07   1.685979e-01   1.030560e+01   2.218081e+01   8.574943e+04  -9.438487e+04   1.519789e+06  -2.157798e+06  -1.960377e+06   9.297175e-16   1.525130e+06   4.757232e-29   0.000000e+00   0.000000e+00
       88000   8.799900e-07   1.754579e-01   1.029805e+01   2.230240e+01   8.574948e+04  -9.438483e+04   1.519789e+06   9.506189e+06   8.636459e+06  -2.019584e-15   1.525130e+06   9.240528e-28   0.000000e+00   0.000000e+00
       96000   9.599900e-07   1.823179e-01   1.029050e+01   2.242398e+01   8.575021e+04  -9.438417e+04   1.519789e+06  -5.715842e+06  -5.192975e+06   6.917969e-16   1.525130e+06   3.340201e-28   0.000000e+00   0.000000e+00
      104000   1.039990e-06   1.891779e-01   1.028295e+01   2.254556e+01   8.575007e+04  -9.438429e+04   1.519789e+06   1.095238e+07   9.950466e+06   5.364448e-16   1.525130e+06   1.226641e-27   0.000000e+00   0.000000e+00
      112000   1.119990e-06   1.960379e-01   1.027539e+01   2.266715e+01   8.575022e+04  -9.438416e+04   1.519789e+06  -9.299582e+06  -8.448888e+06   4.235755e-16   1.525130e+06   8.843059e-28   0.000000e+00   0.000000e+00
      120000   1.199990e-06   2.028979e-01   1.026784e+01   2.278873e+01   8.575017e+04  -9.438420e+04   1.519789e+06  -1.020083e+06  -9.267684e+05   8.374611e-17   1.525130e+06   1.063718e-29   0.000000e+00   0.000000e+00
      128000   1.279990e-06   2.097579e-01   1.026029e+01   2.291031e+01   8.575029e+04  -9.438409e+04   1.519789e+06   3.371488e+05   3.063080e+05   6.660076e-17   1.525130e+06   1.164363e-30   0.000000e+00   0.000000e+00
      136000   1.359990e-06   2.166180e-01   1.025274e+01   2.303190e+01   8.575029e+04  -9.438409e+04   1.519789e+06   1.455039e+06   1.321939e+06  -3.869086e-16   1.525130e+06   2.164616e-29   0.000000e+00   0.000000e+00
      144000   1.439990e-06   2.234780e-01   1.024519e+01   2.315348e+01   8.575038e+04  -9.438400e+04   1.519789e+06  -3.797439e+05  -3.450075e+05  -2.349877e-16   1.525130e+06   1.472878e-30   0.000000e+00   0.000000e+00
