       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   0.00000000e+00   0.00000000e+00  -1.48936556e-06   6.11875558e-19   6.80509390e-19   0.00000000e+00
  8.00000000e-08   0.00000000e+00   0.00000000e+00  -2.29182625e-06   9.41546420e-19   1.04716694e-18  -1.02463128e-41
  1.60000000e-07   0.00000000e+00   0.00000000e+00  -1.45645326e-06   5.98345211e-19   6.65479447e-19  -4.13982809e-42
  2.40000000e-07   0.00000000e+00   0.00000000e+00  -1.67788337e-06   6.89312071e-19   7.66656455e-19  -5.49167584e-42
  3.20000000e-07   0.00000000e+00   0.00000000e+00  -2.99734588e-06   1.23136541e-18   1.36955395e-18  -1.75263979e-41
  4.00000000e-07   0.00000000e+00   0.00000000e+00   2.19365266e-07  -9.01190839e-20  -1.00233086e-19  -9.37106489e-44
  4.80000000e-07   0.00000000e+00   0.00000000e+00  -2.38340546e-06   9.79138591e-19   1.08903873e-18  -1.10816006e-41
  5.60000000e-07   0.00000000e+00   0.00000000e+00   2.52297053e-07  -1.03647067e-19  -1.15281257e-19  -1.23989184e-43
  6.40000000e-07   0.00000000e+00   0.00000000e+00   1.88422967e-06  -7.74065240e-19  -8.60956605e-19  -6.92532368e-42
  7.20000000e-07   0.00000000e+00   0.00000000e+00  -3.08808981e-06   1.26862076e-18   1.41103839e-18  -1.86037441e-41
  8.00000000e-07   0.00000000e+00   0.00000000e+00   1.91705679e-06  -7.87546199e-19  -8.75960567e-19  -7.16875884e-42
  8.80000000e-07   0.00000000e+00   0.00000000e+00  -2.47630421e-06   1.01729045e-18   1.13149762e-18  -1.19623659e-41
  9.60000000e-07   0.00000000e+00   0.00000000e+00  -4.51071175e-07   1.85303641e-19   2.06108745e-19  -3.96893065e-43
  1.04000000e-06   0.00000000e+00   0.00000000e+00   4.39972578e-08  -1.80743997e-20  -2.01037670e-20  -3.76855375e-45
  1.12000000e-06   0.00000000e+00   0.00000000e+00  -3.34265683e-07   1.37318836e-19   1.52736765e-19  -2.17940432e-43
  1.20000000e-06   0.00000000e+00   0.00000000e+00  -1.54055046e-09   6.32868721e-22   7.03927972e-22  -4.92191030e-48
  1.28000000e-06   0.00000000e+00   0.00000000e+00  -2.17460271e-07   8.93342072e-20   9.93646922e-20  -9.22260545e-44
  1.36000000e-06   0.00000000e+00   0.00000000e+00  -4.70782253e-08   1.93400398e-20   2.15116002e-20  -4.33298812e-45
  1.44000000e-06   0.00000000e+00   0.00000000e+00  -1.00654921e-07   4.13497139e-20   4.59925481e-20  -1.97498155e-44
  1.52000000e-06   0.00000000e+00   0.00000000e+00  -4.47044913e-07   1.83648837e-19   2.04269722e-19  -3.89838677e-43
  1.60000000e-06   0.00000000e+00   0.00000000e+00   2.89408109e-07  -1.18890698e-19  -1.32240174e-19  -1.63359653e-43
  1.68000000e-06   0.00000000e+00   0.00000000e+00   6.69071032e-07  -2.74858863e-19  -3.05720577e-19  -8.73271765e-43
  1.76000000e-06   0.00000000e+00   0.00000000e+00  -6.75671886e-07   2.77570177e-19   3.08737049e-19  -8.90600576e-43
  1.84000000e-06   0.00000000e+00   0.00000000e+00   1.01253579e-13  -4.15956071e-26  -4.62661305e-26  -1.99987810e-56
  1.92000000e-06   0.00000000e+00   0.00000000e+00  -3.01011659e-14   1.23657483e-26   1.37542246e-26  -1.76676501e-57
  2.00000000e-06   0.00000000e+00   0.00000000e+00   1.05653755e-13  -4.34032272e-26  -4.82767175e-26  -2.17748982e-56
  2.08000000e-06   0.00000000e+00   0.00000000e+00  -1.90110323e-14   7.80985162e-27   8.68677342e-27  -7.04490276e-58
  2.16000000e-06   0.00000000e+00   0.00000000e+00   1.10053932e-13  -4.52108473e-26  -5.02873046e-26  -2.36265658e-56
  2.24000000e-06   0.00000000e+00   0.00000000e+00  -7.92089862e-15   3.25395497e-27   3.61932222e-27  -1.22137145e-58
  2.32000000e-06   0.00000000e+00   0.00000000e+00   1.14454108e-13  -4.70184675e-26  -5.22978916e-26  -2.55537838e-56
  2.40000000e-06   0.00000000e+00   0.00000000e+00   3.16923503e-15  -1.30194168e-27  -1.44812897e-27  -1.97056143e-59
  2.48000000e-06   0.00000000e+00   0.00000000e+00   1.18854285e-13  -4.88260876e-26  -5.43084786e-26  -2.75565522e-56
  2.56000000e-06   0.00000000e+00   0.00000000e+00   1.42593687e-14  -5.85783833e-27  -6.51558017e-27  -3.97195683e-58
  2.64000000e-06   0.00000000e+00   0.00000000e+00   1.23254461e-13  -5.06337077e-26  -5.63190657e-26  -2.96348711e-56
  2.72000000e-06   0.00000000e+00   0.00000000e+00   9.69484962e-13  -3.98270520e-25  -4.42989948e-25  -1.83380889e-54
  2.80000000e-06   0.00000000e+00   0.00000000e+00  -1.13124684e-13   4.64723314e-26   5.16904332e-26  -2.49603725e-56
  2.88000000e-06   0.00000000e+00   0.00000000e+00   2.53808870e-13  -1.04266280e-25  -1.15973721e-25  -1.25666376e-55
  2.96000000e-06   0.00000000e+00   0.00000000e+00  -9.26415732e-14   3.80577409e-26   4.23310183e-26  -1.67386068e-56
  3.04000000e-06   0.00000000e+00   0.00000000e+00   2.47855909e-13  -1.01820766e-25  -1.13253615e-25  -1.19840216e-55
  3.12000000e-06   0.00000000e+00   0.00000000e+00  -7.21584628e-14   2.96431503e-26   3.29716034e-26  -1.01539915e-56
  3.20000000e-06   0.00000000e+00   0.00000000e+00   2.41902948e-13  -9.93752526e-26  -1.10533509e-25  -1.14152338e-55
  3.28000000e-06   0.00000000e+00   0.00000000e+00  -5.16753524e-14   2.12285598e-26   2.36121885e-26  -5.20652638e-57
  3.36000000e-06   0.00000000e+00   0.00000000e+00   2.35949988e-13  -9.69297389e-26  -1.07813403e-25  -1.08602740e-55
  3.44000000e-06   0.00000000e+00   0.00000000e+00  -3.11922421e-14   1.28139692e-26   1.42527736e-26  -1.89621157e-57
  3.52000000e-06   0.00000000e+00   0.00000000e+00   2.29997027e-13  -9.44842252e-26  -1.05093297e-25  -1.03191424e-55
  3.60000000e-06   0.00000000e+00   0.00000000e+00  -1.07091317e-14   4.39937866e-27   4.89335874e-27  -2.23047034e-58
  3.68000000e-06   0.00000000e+00   0.00000000e+00   3.01910427e-13  -1.24026702e-25  -1.37952923e-25  -1.77782905e-55
  3.76000000e-06   0.00000000e+00   0.00000000e+00   6.40863531e-15  -2.63270769e-27  -2.92831878e-27  -8.11789969e-59
  3.84000000e-06   0.00000000e+00   0.00000000e+00   2.98662959e-13  -1.22692622e-25  -1.36469047e-25  -1.73978289e-55
  3.92000000e-06   0.00000000e+00   0.00000000e+00   8.04049021e-14  -3.30308395e-26  -3.67396760e-26  -1.26265046e-56
  4.00000000e-06   0.00000000e+00   0.00000000e+00  -2.53929223e-13   1.04315722e-25   1.16028714e-25  -1.25761916e-55
  4.08000000e-06   0.00000000e+00   0.00000000e+00   6.65124016e-13  -2.73237129e-25  -3.03917301e-25  -8.63001692e-55
  4.16000000e-06   0.00000000e+00   0.00000000e+00  -1.79932956e-13   7.39175900e-26   8.22173567e-26  -6.31373583e-56
  4.24000000e-06   0.00000000e+00   0.00000000e+00   6.61876548e-13  -2.71903049e-25  -3.02433425e-25  -8.54594471e-55
  4.32000000e-06   0.00000000e+00   0.00000000e+00  -1.05936689e-13   4.35194582e-26   4.84059994e-26  -2.18784631e-56
  4.40000000e-06   0.00000000e+00   0.00000000e+00   6.58629080e-13  -2.70568968e-25  -3.00949549e-25  -8.46228402e-55
  4.48000000e-06   0.00000000e+00   0.00000000e+00  -3.19404225e-14   1.31213264e-26   1.45946422e-26  -1.98522997e-57
  4.56000000e-06   0.00000000e+00   0.00000000e+00   3.42453200e-13  -1.40681928e-25  -1.56478266e-25  -2.28836069e-55
  4.64000000e-06   0.00000000e+00   0.00000000e+00   3.50511740e-13  -1.43992427e-25  -1.60160481e-25  -2.39669424e-55
  4.72000000e-06   0.00000000e+00   0.00000000e+00   6.75145411e-13  -2.77353981e-25  -3.08496410e-25  -8.89186953e-55
  4.80000000e-06   0.00000000e+00   0.00000000e+00   8.45323918e-14  -3.47264382e-26  -3.86256635e-26  -1.39599607e-56
  4.88000000e-06   0.00000000e+00   0.00000000e+00   5.77952979e-13  -2.37426719e-25  -2.64085953e-25  -6.51586335e-55
  4.96000000e-06   0.00000000e+00   0.00000000e+00   1.41476400e-13  -5.81193951e-26  -6.46452764e-26  -3.90819339e-56
  5.04000000e-06   0.00000000e+00   0.00000000e+00   4.80760546e-13  -1.97499456e-25  -2.19675496e-25  -4.50846252e-55
  5.12000000e-06   0.00000000e+00   0.00000000e+00   1.98420409e-13  -8.15123519e-26  -9.06648893e-26  -7.68568868e-56
  5.20000000e-06   0.00000000e+00   0.00000000e+00  -2.46398569e-13   1.01222082e-25   1.12587707e-25  -1.18398739e-55
  5.28000000e-06   0.00000000e+00   0.00000000e+00   8.08262880e-13  -3.32039474e-25  -3.69322213e-25  -1.27442698e-54
  5.36000000e-06   0.00000000e+00   0.00000000e+00  -1.89454560e-13   7.78291249e-26   8.65680946e-26  -6.99877307e-56
  5.44000000e-06   0.00000000e+00   0.00000000e+00   7.11070447e-13  -2.92112212e-25  -3.24911755e-25  -9.86341147e-55
  5.52000000e-06   0.00000000e+00   0.00000000e+00   2.30590278e-13  -9.47279363e-26  -1.05364373e-25  -1.03742899e-55
  5.60000000e-06   0.00000000e+00   0.00000000e+00   3.36721547e-13  -1.38327329e-25  -1.53859283e-25  -2.21204495e-55
  5.68000000e-06   0.00000000e+00   0.00000000e+00   2.61782025e-13  -1.07541702e-25  -1.19616921e-25  -1.33707230e-55
  5.76000000e-06   0.00000000e+00   0.00000000e+00   3.54632443e-13  -1.45685238e-25  -1.62043367e-25  -2.45317765e-55
  5.84000000e-06   0.00000000e+00   0.00000000e+00   2.48899955e-14  -1.02249667e-26  -1.13730674e-26  -1.21252003e-57
  5.92000000e-06   0.00000000e+00   0.00000000e+00   2.94654039e-13  -1.21045732e-25  -1.34637238e-25  -1.69347035e-55
  6.00000000e-06   0.00000000e+00   0.00000000e+00   7.34753973e-14  -3.01841553e-26  -3.35733546e-26  -1.05442531e-56
  6.08000000e-06   0.00000000e+00   0.00000000e+00   2.34675635e-13  -9.64062266e-26  -1.07231109e-25  -1.07413700e-55
  6.16000000e-06   0.00000000e+00   0.00000000e+00   1.22060799e-13  -5.01433440e-26  -5.57736419e-26  -2.90870192e-56
  6.24000000e-06   0.00000000e+00   0.00000000e+00   1.74697230e-13  -7.17667208e-26  -7.98249792e-26  -5.95177618e-56
  6.32000000e-06   0.00000000e+00   0.00000000e+00   1.70646201e-13  -7.01025326e-26  -7.79739291e-26  -5.68408181e-56
