     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0   0.000000e+00   1.000000e-01   1.914663e+01   5.228020e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   9.313362e-02   1.924602e+01   5.157596e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       16000   1.599900e-07   8.626725e-02   1.934542e+01   5.087172e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       24000   2.399900e-07   7.940087e-02   1.944482e+01   5.016748e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       32000   3.199900e-07   7.253450e-02   1.954422e+01   4.946323e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       40000   3.999900e-07   6.566812e-02   1.964361e+01   4.875899e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       48000   4.799900e-07   5.880175e-02   1.974301e+01   4.805475e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       56000   5.599900e-07   5.193537e-02   1.984241e+01   4.735051e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       64000   6.399900e-07   4.506899e-02   1.994181e+01   4.664627e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       72000   7.199900e-07   3.820262e-02   2.004120e+01   4.594203e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       80000   7.999900e-07   3.133624e-02   2.014060e+01   4.523779e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       88000   8.799900e-07   2.446987e-02   2.024000e+01   4.453354e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
       96000   9.599900e-07   1.760349e-02   2.033939e+01   4.382930e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
      104000   1.039990e-06   1.073712e-02   2.043879e+01   4.312506e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
      112000   1.119990e-06   3.870741e-03   2.053819e+01   4.242082e+00  -8.582970e+04   1.242466e+06  -8.803017e+05   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
