       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   2.86679091e-07   1.56055155e-07   0.00000000e+00  -1.33315427e-18   2.44905369e-18   6.45256317e-19
  8.00000000e-08   6.22259857e-06   3.38346763e-06  -3.60915967e-07  -2.90744194e-17   5.49631953e-17   1.39859475e-17
  1.60000000e-07   3.63602616e-06   1.98278512e-06   7.25852960e-13  -1.69387014e-17   3.10621432e-17   8.20065957e-18
  2.40000000e-07   3.17868883e-15   1.17305723e-15   4.16348141e-13   1.86030909e-25  -2.05435136e-24   4.36782869e-27
  3.20000000e-07   0.00000000e+00   0.00000000e+00   3.51291516e-13   1.65417994e-25  -1.75626000e-24  -2.82326724e-53
  4.00000000e-07   0.00000000e+00   0.00000000e+00   4.12054934e-13   1.94030592e-25  -2.06004291e-24  -3.88236397e-53
  4.80000000e-07   0.00000000e+00   0.00000000e+00   2.34634434e-13   1.10485895e-25  -1.17304020e-24  -1.25953490e-53
  5.60000000e-07   0.00000000e+00   0.00000000e+00   6.63976704e-13   3.12656838e-25  -3.31951007e-24  -1.00790059e-52
  6.40000000e-07   0.00000000e+00   0.00000000e+00   7.08801742e-13   3.33764287e-25  -3.54361005e-24  -1.14893672e-52
  7.20000000e-07   0.00000000e+00   0.00000000e+00   4.46926756e-13   2.10451219e-25  -2.23438241e-24  -4.56725238e-53
  8.00000000e-07   0.00000000e+00   0.00000000e+00   7.57255165e-13   3.56580290e-25  -3.78584991e-24  -1.31081096e-52
  8.80000000e-07   0.00000000e+00   0.00000000e+00   9.36822099e-13   4.41135711e-25  -4.68358358e-24  -2.00632463e-52
  9.60000000e-07   0.00000000e+00   0.00000000e+00   2.15072765e-13   1.01274593e-25  -1.07524286e-24  -1.05719902e-53
  1.04000000e-06   0.00000000e+00   0.00000000e+00   1.06139042e-12   4.99793097e-25  -5.30635514e-24  -2.57578112e-52
  1.12000000e-06   0.00000000e+00   0.00000000e+00   4.65587315e-13   2.19238200e-25  -2.32767471e-24  -4.95693303e-53
  1.20000000e-06   0.00000000e+00   0.00000000e+00   3.76388316e-13   1.77235707e-25  -1.88172988e-24  -3.23842226e-53
  1.28000000e-06   0.00000000e+00   0.00000000e+00   7.28224231e-13   3.42910051e-25  -3.64071157e-24  -1.21246185e-52
  1.36000000e-06   0.00000000e+00   0.00000000e+00   4.78095961e-13   2.25128337e-25  -2.39021090e-24  -5.22905974e-53
  1.44000000e-06   0.00000000e+00   0.00000000e+00   3.66528280e-13   1.72592762e-25  -1.83243525e-24  -3.07411371e-53
  1.52000000e-06   0.00000000e+00   0.00000000e+00   9.74857038e-14   4.59045803e-26  -4.87373689e-25  -2.17422018e-54
  1.60000000e-06   0.00000000e+00   0.00000000e+00   4.24728061e-13   1.99998180e-25  -2.12340142e-24  -4.12815639e-53
  1.68000000e-06   0.00000000e+00   0.00000000e+00  -5.06546792e-13  -2.38525414e-25   2.53244905e-24  -5.86088835e-53
  1.76000000e-06   0.00000000e+00   0.00000000e+00   7.39731037e-13   3.48328436e-25  -3.69823913e-24  -1.25093858e-52
  1.84000000e-06   0.00000000e+00   0.00000000e+00  -3.40156492e-13  -1.60174676e-25   1.70059114e-24  -2.64225425e-53
  1.92000000e-06   0.00000000e+00   0.00000000e+00   1.09718790e-12   5.16649602e-25  -5.48532239e-24  -2.75235113e-52
  2.00000000e-06   0.00000000e+00   0.00000000e+00   1.04800784e-12   4.93491438e-25  -5.23944977e-24  -2.51244773e-52
  2.08000000e-06   0.00000000e+00   0.00000000e+00   3.63371418e-13   1.71106242e-25  -1.81665271e-24  -3.02025910e-53
  2.16000000e-06   0.00000000e+00   0.00000000e+00   5.52008341e-13   2.59932587e-25  -2.75973123e-24  -6.96693346e-53
  2.24000000e-06   0.00000000e+00   0.00000000e+00   1.42502646e-12   6.71023945e-25  -7.12433081e-24  -4.64388365e-52
  2.32000000e-06   0.00000000e+00   0.00000000e+00   6.51151958e-13   3.06617854e-25  -3.25539355e-24  -9.69822455e-53
  2.40000000e-06   0.00000000e+00   0.00000000e+00   2.46797270e-13   1.16213195e-25  -1.23384754e-24  -1.39414185e-53
  2.48000000e-06   0.00000000e+00   0.00000000e+00   5.06244649e-13   2.38383139e-25  -2.53093851e-24  -5.85995643e-53
  2.56000000e-06   0.00000000e+00   0.00000000e+00   9.53898238e-13   4.49176613e-25  -4.76895467e-24  -2.08049128e-52
  2.64000000e-06   0.00000000e+00   0.00000000e+00   5.68141907e-13   2.67529645e-25  -2.84038998e-24  -7.38284413e-53
  2.72000000e-06   0.00000000e+00   0.00000000e+00   1.04374367e-12   4.91483504e-25  -5.21813132e-24  -2.49091397e-52
  2.80000000e-06   0.00000000e+00   0.00000000e+00   7.18609447e-13   3.38382591e-25  -3.59264306e-24  -1.18106737e-52
  2.88000000e-06   0.00000000e+00   0.00000000e+00   9.76238091e-13   4.59696120e-25  -4.88064137e-24  -2.17896305e-52
  2.96000000e-06   0.00000000e+00   0.00000000e+00   1.41845730e-12   6.67930625e-25  -7.09148871e-24  -4.60010233e-52
  3.04000000e-06   0.00000000e+00   0.00000000e+00   7.85483917e-13   3.69872793e-25  -3.92697779e-24  -1.41102922e-52
  3.12000000e-06   0.00000000e+00   0.00000000e+00   7.92368614e-13   3.73114695e-25  -3.96139741e-24  -1.43586037e-52
  3.20000000e-06   0.00000000e+00   0.00000000e+00   8.46234473e-13   3.98479333e-25  -4.23069640e-24  -1.63783333e-52
  3.28000000e-06   0.00000000e+00   0.00000000e+00   7.49013028e-13   3.52699189e-25  -3.74464386e-24  -1.28291934e-52
