       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   4.86975686e-15   1.55693254e-15  -7.55092732e-07   1.83848805e-18   5.83012886e-19   1.30589278e-26
  8.00000000e-08   0.00000000e+00   0.00000000e+00  -2.28528028e-06   5.56415594e-18   1.76451070e-18  -2.10388143e-40
  1.60000000e-07   0.00000000e+00   0.00000000e+00  -3.11610233e-06   7.58700312e-18   2.40607501e-18  -3.91179783e-40
  2.40000000e-07   0.00000000e+00   0.00000000e+00   3.07729817e-07  -7.49251722e-19  -2.37613332e-19  -3.81113504e-42
  3.20000000e-07   0.00000000e+00   0.00000000e+00  -1.87506779e-06   4.56536032e-18   1.44783495e-18  -1.41634148e-40
  4.00000000e-07   0.00000000e+00   0.00000000e+00   4.51294608e-08  -1.09879652e-19  -3.48475079e-20  -8.14567063e-44
  4.80000000e-07   0.00000000e+00   0.00000000e+00   1.35326129e-06  -3.29487580e-18  -1.04493831e-18  -7.37632263e-41
  5.60000000e-07   0.00000000e+00   0.00000000e+00  -6.37378568e-08   1.55187008e-19   4.92154373e-20  -1.63857314e-43
  6.40000000e-07   0.00000000e+00   0.00000000e+00   2.22576616e-07  -5.41922824e-19  -1.71863392e-19  -1.99526876e-42
  7.20000000e-07   0.00000000e+00   0.00000000e+00  -3.89317543e-07   9.47898544e-19   3.00613214e-19  -6.10555380e-42
  8.00000000e-07   0.00000000e+00   0.00000000e+00   7.76137233e-08  -1.88971506e-19  -5.99298767e-20  -2.42470356e-43
  8.80000000e-07   0.00000000e+00   0.00000000e+00   3.62303613e-07  -8.82125729e-19  -2.79754668e-19  -5.28739571e-42
  9.60000000e-07   0.00000000e+00   0.00000000e+00  -3.68959132e-07   8.98330196e-19   2.84894344e-19  -5.48365757e-42
  1.04000000e-06   0.00000000e+00   0.00000000e+00   2.17062695e-07  -5.28497255e-19  -1.67607188e-19  -1.89762440e-42
  1.12000000e-06   0.00000000e+00   0.00000000e+00   4.56889473e-13  -1.11241994e-24  -3.52791343e-25  -8.40957910e-54
  1.20000000e-06   0.00000000e+00   0.00000000e+00   4.85134713e-13  -1.18119055e-24  -3.74601160e-25  -9.48293722e-54
  1.28000000e-06   0.00000000e+00   0.00000000e+00   5.99546350e-13  -1.45975636e-24  -4.62945142e-25  -1.44797911e-53
  1.36000000e-06   0.00000000e+00   0.00000000e+00   9.95281318e-13  -2.42327926e-24  -7.68515479e-25  -3.99100283e-53
  1.44000000e-06   0.00000000e+00   0.00000000e+00   6.63566727e-13  -1.61563114e-24  -5.12379055e-25  -1.77407498e-53
  1.52000000e-06   0.00000000e+00   0.00000000e+00   2.71543381e-13  -6.61145178e-25  -2.09674680e-25  -2.97154082e-54
  1.60000000e-06   0.00000000e+00   0.00000000e+00   1.03465179e-12  -2.51913723e-24  -7.98915743e-25  -4.31276417e-53
  1.68000000e-06   0.00000000e+00   0.00000000e+00   7.10719621e-13  -1.73043750e-24  -5.48788589e-25  -2.03504863e-53
  1.76000000e-06   0.00000000e+00   0.00000000e+00   4.28123855e-13  -1.04238233e-24  -3.30579710e-25  -7.38456680e-54
  1.84000000e-06   0.00000000e+00   0.00000000e+00   7.87997590e-13  -1.91859144e-24  -6.08459473e-25  -2.50147625e-53
  1.92000000e-06   0.00000000e+00   0.00000000e+00   3.00127530e-13  -7.30740953e-25  -2.31746189e-25  -3.63050537e-54
  2.00000000e-06   0.00000000e+00   0.00000000e+00  -3.11253608e-13   7.57830375e-25   2.40337291e-25  -3.90407102e-54
