       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00  -0.00000000e+00   0.00000000e+00   0.00000000e+00
  8.00000000e-08   0.00000000e+00   0.00000000e+00   0.00000000e+00  -0.00000000e+00   0.00000000e+00   0.00000000e+00
  1.60000000e-07   0.00000000e+00   0.00000000e+00   0.00000000e+00  -0.00000000e+00   0.00000000e+00   0.00000000e+00
  2.40000000e-07   0.00000000e+00   0.00000000e+00   0.00000000e+00  -0.00000000e+00   0.00000000e+00   0.00000000e+00
  3.20000000e-07   0.00000000e+00   0.00000000e+00   0.00000000e+00  -0.00000000e+00   0.00000000e+00   0.00000000e+00
  4.00000000e-07   0.00000000e+00   0.00000000e+00   0.00000000e+00  -0.00000000e+00   0.00000000e+00   0.00000000e+00
  4.80000000e-07   0.00000000e+00   0.00000000e+00   0.00000000e+00  -0.00000000e+00   0.00000000e+00   0.00000000e+00
  5.60000000e-07   0.00000000e+00   0.00000000e+00   0.00000000e+00  -0.00000000e+00   0.00000000e+00   0.00000000e+00
  6.40000000e-07   1.44951189e-06   1.01186104e-06   7.76730338e-15  -3.98625440e-18   5.71039193e-18   4.65964821e-18
  7.20000000e-07   2.33266312e-06   1.63503990e-06   1.39619621e-13  -6.44130501e-18   9.18961893e-18   7.51561932e-18
  8.00000000e-07   4.92239565e-07   3.45342896e-07   3.71552920e-14  -1.36050413e-18   1.93921436e-18   1.58672356e-18
  8.80000000e-07   3.00898399e-06   2.12363491e-06   9.00590606e-14  -8.36628362e-18   1.18542092e-17   9.73135438e-18
  9.60000000e-07  -5.12833566e-07  -3.62387762e-07   1.33188252e-12   1.42766903e-18  -2.02037399e-18  -1.65968039e-18
  1.04000000e-06  -6.07028859e-14  -9.37980153e-14   3.14253141e-13  -8.15832129e-26  -1.03998317e-24  -3.26172378e-25
  1.12000000e-06   5.39197457e-13  -5.28974050e-14  -9.20407045e-14   3.40520945e-25   2.35879076e-24   6.39218463e-25
  1.20000000e-06  -2.03287431e-14  -3.21678417e-14   4.64406670e-13  -5.39929303e-25  -1.26357248e-24  -1.11157929e-25
  1.28000000e-06   0.00000000e+00   0.00000000e+00   6.70676340e-13  -9.62759895e-25  -1.70913843e-24  -1.60918215e-53
  1.36000000e-06   0.00000000e+00   0.00000000e+00   4.40214126e-13  -6.31930009e-25  -1.12183304e-24  -6.93336150e-54
  1.44000000e-06   0.00000000e+00   0.00000000e+00  -3.99737233e-14   5.73825188e-26   1.01868252e-25  -5.70609281e-56
  1.52000000e-06   0.00000000e+00   0.00000000e+00   4.04224292e-13  -5.80266387e-25  -1.03011726e-24  -5.84631431e-54
  1.60000000e-06   0.00000000e+00   0.00000000e+00  -2.78927744e-13   4.00402444e-25   7.10813991e-25  -2.78291339e-54
  1.68000000e-06   0.00000000e+00   0.00000000e+00   5.43195975e-13  -7.79761069e-25  -1.38426997e-24  -1.05548720e-53
  1.76000000e-06   0.00000000e+00   0.00000000e+00   8.80594234e-13  -1.26409829e-24  -2.24408907e-24  -2.77406989e-53
  1.84000000e-06   0.00000000e+00   0.00000000e+00   8.16988281e-13  -1.17279156e-24  -2.08199691e-24  -2.38775639e-53
  1.92000000e-06   0.00000000e+00   0.00000000e+00   9.28121362e-13  -1.33232376e-24  -2.36520627e-24  -3.08189982e-53
