       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   0.00000000e+00   0.00000000e+00  -1.43647904e-08  -3.55690471e-21  -3.50317982e-21  -0.00000000e+00
  8.00000000e-08   0.00000000e+00   0.00000000e+00  -2.60423407e-06  -6.44836904e-19  -6.35106143e-19  -5.51667414e-42
  1.60000000e-07   0.00000000e+00   0.00000000e+00  -2.02631397e-06  -5.01733482e-19  -4.94170333e-19  -3.33946502e-42
  2.40000000e-07   0.00000000e+00   0.00000000e+00  -1.81621118e-06  -4.49706654e-19  -4.42934749e-19  -2.68282342e-42
  3.20000000e-07   0.00000000e+00   0.00000000e+00  -2.81308161e-06  -6.96532550e-19  -6.86056282e-19  -6.43695575e-42
  4.00000000e-07   0.00000000e+00   0.00000000e+00  -2.24324570e-06  -5.55434198e-19  -5.47088612e-19  -4.09279762e-42
  4.80000000e-07   0.00000000e+00   0.00000000e+00  -2.03948817e-06  -5.04978299e-19  -4.97400707e-19  -3.38303050e-42
  5.60000000e-07   0.00000000e+00   0.00000000e+00  -3.02483548e-06  -7.48944161e-19  -7.37718929e-19  -7.44248667e-42
  6.40000000e-07   0.00000000e+00   0.00000000e+00  -2.46652723e-06  -6.10702373e-19  -6.01560335e-19  -4.94813082e-42
  7.20000000e-07   0.00000000e+00   0.00000000e+00  -2.88782366e-06  -7.15006436e-19  -7.04317528e-19  -6.78354510e-42
  8.00000000e-07   0.00000000e+00   0.00000000e+00  -3.23659457e-06  -8.01352335e-19  -7.89387647e-19  -8.52098909e-42
  8.80000000e-07   0.00000000e+00   0.00000000e+00  -2.68981601e-06  -6.65967854e-19  -6.56038384e-19  -5.88459796e-42
  9.60000000e-07   0.00000000e+00   0.00000000e+00  -3.09958646e-06  -7.67414258e-19  -7.55988438e-19  -7.81486782e-42
  1.04000000e-06   0.00000000e+00   0.00000000e+00  -3.11686345e-06  -7.71683765e-19  -7.60210449e-19  -7.90152085e-42
  1.12000000e-06   0.00000000e+00   0.00000000e+00  -2.96258098e-06  -7.33477843e-19  -7.22588847e-19  -7.13929578e-42
  1.20000000e-06   0.00000000e+00   0.00000000e+00  -3.31135518e-06  -8.19818347e-19  -8.07666072e-19  -8.91917266e-42
  1.28000000e-06   0.00000000e+00   0.00000000e+00  -3.34016562e-06  -8.26941965e-19  -8.14702517e-19  -9.07428905e-42
  1.36000000e-06   0.00000000e+00   0.00000000e+00  -3.17435389e-06  -7.85881693e-19  -7.74268797e-19  -8.19642391e-42
  1.44000000e-06   0.00000000e+00   0.00000000e+00  -3.76722252e-06  -9.32648347e-19  -9.18888941e-19  -1.15430740e-41
  1.52000000e-06   0.00000000e+00   0.00000000e+00  -3.03735555e-06  -7.51946915e-19  -7.40871077e-19  -7.50422320e-42
  1.60000000e-06   0.00000000e+00   0.00000000e+00  -3.38613344e-06  -8.38281515e-19  -8.25956121e-19  -9.32654577e-42
  1.68000000e-06   0.00000000e+00   0.00000000e+00  -3.99053970e-06  -9.87898152e-19  -9.73396956e-19  -1.29521904e-41
