       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00  -1.77276939e-08  -6.87838341e-09  -1.49429817e-06  -4.79034399e-18  -5.02791378e-20   5.70619660e-20
  8.00000000e-08  -1.24226254e-14  -7.33461592e-15  -1.57935296e-06  -5.11328739e-18   7.63852558e-20   3.98645514e-26
  1.60000000e-07   0.00000000e+00   0.00000000e+00  -1.64649847e-06  -5.33067742e-18   7.95818840e-20  -2.08782441e-40
  2.40000000e-07   0.00000000e+00   0.00000000e+00  -1.71436505e-06  -5.55040160e-18   8.28346855e-20  -2.26343869e-40
  3.20000000e-07   0.00000000e+00   0.00000000e+00  -4.80362089e-06  -1.55521305e-17   2.31950339e-19  -1.77572651e-39
  4.00000000e-07   0.00000000e+00   0.00000000e+00  -1.85010163e-06  -5.98986200e-18   8.92749130e-20  -2.63594507e-40
  4.80000000e-07   0.00000000e+00   0.00000000e+00  -1.91885225e-06  -6.21244851e-18   9.25572926e-20  -2.83544264e-40
  5.60000000e-07   0.00000000e+00   0.00000000e+00  -4.51060033e-06  -1.46034569e-17   2.17438073e-19  -1.56567405e-39
  6.40000000e-07   0.00000000e+00   0.00000000e+00  -2.05583473e-06  -6.65594282e-18   9.90442271e-20  -3.25462096e-40
  7.20000000e-07   0.00000000e+00   0.00000000e+00  -4.31251574e-06  -1.39621443e-17   2.07667905e-19  -1.43116478e-39
  8.00000000e-07   0.00000000e+00   0.00000000e+00  -4.21406319e-06  -1.36433974e-17   2.02807187e-19  -1.36655738e-39
  8.80000000e-07   0.00000000e+00   0.00000000e+00  -2.26365754e-06  -7.32878965e-18   1.08888387e-19  -3.94573556e-40
  9.60000000e-07   0.00000000e+00   0.00000000e+00  -4.01393497e-06  -1.29954676e-17   1.92992883e-19  -1.23982769e-39
  1.04000000e-06   0.00000000e+00   0.00000000e+00  -3.91405348e-06  -1.26720944e-17   1.88059981e-19  -1.17888459e-39
  1.12000000e-06   0.00000000e+00   0.00000000e+00  -2.47353090e-06  -8.00827569e-18   1.18806777e-19  -4.71114539e-40
  1.20000000e-06   0.00000000e+00   0.00000000e+00  -3.71191056e-06  -1.20176409e-17   1.78206192e-19  -1.06024631e-39
  1.28000000e-06   0.00000000e+00   0.00000000e+00  -3.61062020e-06  -1.16897063e-17   1.73210289e-19  -1.00316406e-39
  1.36000000e-06   0.00000000e+00   0.00000000e+00  -3.50862525e-06  -1.13594893e-17   1.68261879e-19  -9.47281333e-40
  1.44000000e-06   0.00000000e+00   0.00000000e+00  -3.40649183e-06  -1.10288244e-17   1.63287183e-19  -8.92926825e-40
  1.52000000e-06   0.00000000e+00   0.00000000e+00  -3.30381951e-06  -1.06964150e-17   1.58260890e-19  -8.39904084e-40
  1.60000000e-06   0.00000000e+00   0.00000000e+00  -3.20123550e-06  -1.03642908e-17   1.53294222e-19  -7.88548253e-40
  1.68000000e-06   0.00000000e+00   0.00000000e+00  -3.09773253e-06  -1.00291917e-17   1.48256914e-19  -7.38373637e-40
  1.76000000e-06   0.00000000e+00   0.00000000e+00  -2.99370360e-06  -9.69238963e-18   1.43203696e-19  -6.89605832e-40
  1.84000000e-06   0.00000000e+00   0.00000000e+00  -2.89053559e-06  -9.35837450e-18   1.38219258e-19  -6.42887494e-40
  1.92000000e-06   0.00000000e+00   0.00000000e+00  -2.78569196e-06  -9.01893488e-18   1.33118161e-19  -5.97088497e-40
  2.00000000e-06   0.00000000e+00   0.00000000e+00   7.14438816e-07   2.31306184e-18  -3.41259592e-20  -3.92338139e-41
  2.08000000e-06   0.00000000e+00   0.00000000e+00  -2.57658717e-06  -8.34194014e-18   1.23038264e-19  -5.10798476e-40
  2.16000000e-06   0.00000000e+00   0.00000000e+00  -2.47043105e-06  -7.99825118e-18   1.17877009e-19  -4.69567436e-40
  2.24000000e-06   0.00000000e+00   0.00000000e+00   5.14905520e-07   1.66705485e-18  -2.45582615e-20  -2.03681625e-41
  2.32000000e-06   0.00000000e+00   0.00000000e+00  -2.25945291e-06  -7.31519084e-18   1.07737174e-19  -3.92773986e-40
  2.40000000e-06   0.00000000e+00   0.00000000e+00  -2.15201475e-06  -6.96735070e-18   1.02545993e-19  -3.56300821e-40
  2.48000000e-06   0.00000000e+00   0.00000000e+00   3.13289734e-07   1.01430516e-18  -1.49221923e-20  -7.53096332e-42
  2.56000000e-06   0.00000000e+00   0.00000000e+00  -1.93919947e-06  -6.27834224e-18   9.23334602e-20  -2.89300514e-40
  2.64000000e-06   0.00000000e+00   0.00000000e+00   1.76469997e-07   5.71338430e-19  -8.39748028e-21  -2.38360713e-42
  2.72000000e-06   0.00000000e+00   0.00000000e+00   1.09635572e-07   3.54955635e-19  -5.21529987e-21  -9.16858252e-43
  2.80000000e-06   0.00000000e+00   0.00000000e+00  -1.61589602e-06  -5.23161824e-18   7.68301976e-20  -2.00856585e-40
  2.88000000e-06   0.00000000e+00   0.00000000e+00  -2.83418738e-08  -9.17595444e-20   1.34679436e-21  -6.40070453e-44
  2.96000000e-06   0.00000000e+00   0.00000000e+00  -9.60089326e-08  -3.10838172e-19   4.56148336e-21  -7.16845392e-43
  3.04000000e-06   0.00000000e+00   0.00000000e+00  -1.28961722e-06  -4.17526064e-18   6.12306494e-20  -1.27912407e-40
  3.12000000e-06   0.00000000e+00   0.00000000e+00  -2.35115836e-07  -7.61210373e-19   1.11572770e-20  -4.27289986e-42
  3.20000000e-06   0.00000000e+00   0.00000000e+00  -3.03594867e-07  -9.82917917e-19   1.44053493e-20  -7.11765818e-42
  3.28000000e-06   0.00000000e+00   0.00000000e+00  -3.74848760e-07  -1.21360949e-18   1.77750825e-20  -1.08440052e-41
  3.36000000e-06   0.00000000e+00   0.00000000e+00  -4.43799741e-07  -1.43684517e-18   2.10353878e-20  -1.51940823e-41
  3.44000000e-06   0.00000000e+00   0.00000000e+00  -5.13067430e-07  -1.66110618e-18   2.43130549e-20  -2.03010822e-41
  3.52000000e-06   0.00000000e+00   0.00000000e+00  -5.84616487e-07  -1.89275351e-18   2.76872433e-20  -2.63517088e-41
  3.60000000e-06   0.00000000e+00   0.00000000e+00  -6.54339847e-07  -2.11848991e-18   3.09799046e-20  -3.30062048e-41
  3.68000000e-06   0.00000000e+00   0.00000000e+00  -4.49921502e-06  -1.45666543e-17   2.12935315e-19  -1.55776050e-39
  3.76000000e-06   0.00000000e+00   0.00000000e+00  -4.39370157e-06  -1.42250457e-17   2.07828785e-19  -1.48554494e-39
  3.84000000e-06   0.00000000e+00   0.00000000e+00  -8.66681008e-07  -2.80596603e-18   4.09897863e-20  -5.78823851e-41
  3.92000000e-06   0.00000000e+00   0.00000000e+00  -4.18005042e-06  -1.35333303e-17   1.97625080e-19  -1.34456711e-39
  4.00000000e-06   0.00000000e+00   0.00000000e+00  -4.07330008e-06  -1.31877175e-17   1.92441045e-19  -1.27676016e-39
  4.08000000e-06   0.00000000e+00   0.00000000e+00  -1.08076546e-06  -3.49908655e-18   5.10595684e-20  -8.99896233e-41
  4.16000000e-06   0.00000000e+00   0.00000000e+00  -3.85789241e-06  -1.24903145e-17   1.82200175e-19  -1.14527705e-39
  4.24000000e-06   0.00000000e+00   0.00000000e+00  -3.74993959e-06  -1.21408080e-17   1.76986188e-19  -1.08207012e-39
  4.32000000e-06   0.00000000e+00   0.00000000e+00  -3.64149314e-06  -1.17897020e-17   1.71847390e-19  -1.02038106e-39
  4.40000000e-06   0.00000000e+00   0.00000000e+00  -3.53282034e-06  -1.14378637e-17   1.66661046e-19  -9.60378836e-40
  4.48000000e-06   0.00000000e+00   0.00000000e+00  -3.42370450e-06  -1.10845912e-17   1.61436253e-19  -9.01961167e-40
  4.56000000e-06   0.00000000e+00   0.00000000e+00  -3.31473386e-06  -1.07317880e-17   1.56277303e-19  -8.45450951e-40
  4.64000000e-06   0.00000000e+00   0.00000000e+00  -3.20491961e-06  -1.03762543e-17   1.51026325e-19  -7.90352063e-40
  4.72000000e-06   0.00000000e+00   0.00000000e+00  -3.09468014e-06  -1.00193433e-17   1.45792922e-19  -7.36907049e-40
  4.80000000e-06   0.00000000e+00   0.00000000e+00  -2.98519224e-06  -9.66486531e-18   1.40614318e-19  -6.85678563e-40
  4.88000000e-06   0.00000000e+00   0.00000000e+00  -2.87427739e-06  -9.30576846e-18   1.35299583e-19  -6.35663632e-40
  4.96000000e-06   0.00000000e+00   0.00000000e+00   2.28564737e-06   7.40001846e-18  -1.07578040e-19  -4.01927078e-40
  5.04000000e-06   0.00000000e+00   0.00000000e+00  -2.65295919e-06  -8.58922840e-18   1.24856604e-19  -5.41524453e-40
  5.12000000e-06   0.00000000e+00   0.00000000e+00  -2.54098276e-06  -8.22669435e-18   1.19507321e-19  -4.96767005e-40
  5.20000000e-06   0.00000000e+00   0.00000000e+00   2.07950955e-06   6.73262734e-18  -9.77894614e-20  -3.32683010e-40
  5.28000000e-06   0.00000000e+00   0.00000000e+00  -2.31812340e-06  -7.50516464e-18   1.08990526e-19  -4.13433212e-40
  5.36000000e-06   0.00000000e+00   0.00000000e+00  -2.20513122e-06  -7.13934146e-18   1.03628432e-19  -3.74102846e-40
  5.44000000e-06   0.00000000e+00   0.00000000e+00   1.87156235e-06   6.05937780e-18  -8.79387048e-20  -2.69459027e-40
  5.52000000e-06   0.00000000e+00   0.00000000e+00  -1.98078271e-06  -6.41299052e-18   9.30400786e-20  -3.01837132e-40
