       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   0.00000000e+00   0.00000000e+00  -8.35389744e-07   1.34764901e-19   1.10107431e-18   0.00000000e+00
  8.00000000e-08   0.00000000e+00   0.00000000e+00  -3.39341396e-06   5.47387815e-19   4.47264855e-18  -1.33894690e-40
  1.60000000e-07   0.00000000e+00   0.00000000e+00  -1.78970020e-06   2.88689709e-19   2.35889347e-18  -3.72392553e-41
  2.40000000e-07   0.00000000e+00   0.00000000e+00   5.24280704e-07  -8.45657570e-20  -6.91022550e-19  -3.19241817e-42
  3.20000000e-07   0.00000000e+00   0.00000000e+00  -3.59315694e-08   5.79571761e-21   4.73592185e-20  -1.50754051e-44
  4.00000000e-07   0.00000000e+00   0.00000000e+00  -4.41354827e-07   7.11896609e-20   5.81723021e-19  -2.26465379e-42
  4.80000000e-07   0.00000000e+00   0.00000000e+00   3.08578038e-07  -4.97729689e-20  -4.06717998e-19  -1.10679730e-42
  5.60000000e-07   0.00000000e+00   0.00000000e+00   6.60649189e-08  -1.06560513e-20  -8.70761725e-20  -5.06432041e-44
  6.40000000e-07   0.00000000e+00   0.00000000e+00  -1.74870932e-14   2.82062417e-27   2.30486778e-26  -3.59798001e-57
  7.20000000e-07   0.00000000e+00   0.00000000e+00  -7.65639247e-14   1.23495685e-26   1.00914269e-25  -6.79977695e-56
  8.00000000e-07   0.00000000e+00   0.00000000e+00   4.83305245e-13  -7.79559208e-26  -6.37015354e-25  -2.71520940e-54
  8.80000000e-07   0.00000000e+00   0.00000000e+00  -4.84618970e-13   7.81678212e-26   6.38746895e-25  -2.73005893e-54
  9.60000000e-07   0.00000000e+00   0.00000000e+00   5.75707369e-14  -9.28601510e-27  -7.58804993e-26  -3.84339196e-56
  1.04000000e-06   0.00000000e+00   0.00000000e+00   5.14225001e-13  -8.29431996e-26  -6.77768810e-25  -3.07530743e-54
  1.12000000e-06   0.00000000e+00   0.00000000e+00   6.33571677e-13  -1.02193518e-25  -8.35072432e-25  -4.66685308e-54
