     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0   0.000000e+00   1.000000e-01   1.663329e+01   1.813546e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   1.610870e-01   1.671590e+01   1.824011e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       16000   1.599900e-07   2.221739e-01   1.679852e+01   1.834475e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       24000   2.399900e-07   2.832609e-01   1.688113e+01   1.844939e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       32000   3.199900e-07   3.443479e-01   1.696374e+01   1.855403e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       40000   3.999900e-07   4.054348e-01   1.704635e+01   1.865867e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       48000   4.799900e-07   4.665218e-01   1.712897e+01   1.876332e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       56000   5.599900e-07   5.276087e-01   1.721158e+01   1.886796e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       64000   6.399900e-07   5.886957e-01   1.729419e+01   1.897260e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       72000   7.199900e-07   6.497827e-01   1.737680e+01   1.907724e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       80000   7.999900e-07   7.108696e-01   1.745942e+01   1.918188e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       88000   8.799900e-07   7.719566e-01   1.754203e+01   1.928653e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
       96000   9.599900e-07   8.330436e-01   1.762464e+01   1.939117e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      104000   1.039990e-06   8.941305e-01   1.770725e+01   1.949581e+01   7.635870e+05   1.032657e+06   1.308025e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.833133e+06   0.000000e+00   0.000000e+00   0.000000e+00
      112000   1.119990e-06   9.552175e-01   1.778987e+01   1.960045e+01   7.635870e+05   1.032657e+06   1.308025e+06  -1.353344e+07   4.542306e+07  -2.796008e+07   1.833133e+06   2.447587e-26   0.000000e+00   0.000000e+00
      120000   1.199990e-06   1.016304e+00   1.787248e+01   1.970509e+01   7.635852e+05   1.032663e+06   1.308021e+06  -3.245994e+07   1.101526e+08  -6.801463e+07   1.833133e+06   1.442281e-25   0.000000e+00   0.000000e+00
      128000   1.279990e-06   1.077391e+00   1.795509e+01   1.980974e+01   7.635799e+05   1.032681e+06   1.308010e+06  -8.339304e+07   2.860267e+08  -1.771371e+08   1.833133e+06   9.725374e-25   0.000000e+00   0.000000e+00
      136000   1.359990e-06   1.138477e+00   1.803771e+01   1.991438e+01   7.635751e+05   1.032698e+06   1.308000e+06  -1.950345e+07   6.752256e+07  -4.192512e+07   1.833133e+06   5.428869e-26   0.000000e+00   0.000000e+00
      144000   1.439990e-06   1.199563e+00   1.812032e+01   2.001902e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.041756e+01  -1.917586e+01   2.122121e+01   1.833133e+06   7.496050e-39   0.000000e+00   0.000000e+00
      152000   1.519990e-06   1.260649e+00   1.820294e+01   2.012366e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.276627e+01   2.427372e+01  -3.652749e-02   1.833133e+06   1.345893e-38   0.000000e+00   0.000000e+00
      160000   1.599990e-06   1.321735e+00   1.828555e+01   2.022830e+01   7.635762e+05   1.032694e+06   1.308002e+06  -2.617834e+01   1.935633e+01   5.561829e-20   1.833133e+06   8.583414e-39   0.000000e+00   0.000000e+00
      168000   1.679990e-06   1.382822e+00   1.836817e+01   2.033294e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.868519e+01   1.381587e+01  -2.822945e-20   1.833133e+06   4.371109e-39   0.000000e+00   0.000000e+00
      176000   1.759990e-06   1.443908e+00   1.845079e+01   2.043758e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.844538e+01   2.842660e+01  -1.976494e-20   1.833133e+06   1.850492e-38   0.000000e+00   0.000000e+00
      184000   1.839990e-06   1.504994e+00   1.853340e+01   2.054222e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.279834e+01   2.425117e+01  -1.986308e-21   1.833133e+06   1.347109e-38   0.000000e+00   0.000000e+00
      192000   1.919990e-06   1.566080e+00   1.861602e+01   2.064686e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.229639e+01   2.388003e+01  -4.205958e-20   1.833133e+06   1.306074e-38   0.000000e+00   0.000000e+00
      200000   1.999990e-06   1.627166e+00   1.869863e+01   2.075150e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.014991e+01   2.229291e+01  -8.008318e-20   1.833133e+06   1.138147e-38   0.000000e+00   0.000000e+00
      208000   2.079990e-06   1.688252e+00   1.878125e+01   2.085614e+01   7.635762e+05   1.032694e+06   1.308002e+06  -4.669399e+01   3.452565e+01  -2.324686e-20   1.833133e+06   2.729643e-38   0.000000e+00   0.000000e+00
      216000   2.159990e-06   1.749338e+00   1.886386e+01   2.096078e+01   7.635762e+05   1.032694e+06   1.308002e+06  -4.049347e+01   2.994097e+01  -1.157801e-20   1.833133e+06   2.052964e-38   0.000000e+00   0.000000e+00
      224000   2.239990e-06   1.810424e+00   1.894648e+01   2.106542e+01   7.635762e+05   1.032694e+06   1.308002e+06  -4.392858e+01   3.248089e+01  -2.990565e-20   1.833133e+06   2.415822e-38   0.000000e+00   0.000000e+00
      232000   2.319990e-06   1.871510e+00   1.902909e+01   2.117006e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.168481e+01   2.342782e+01   1.212646e-20   1.833133e+06   1.257230e-38   0.000000e+00   0.000000e+00
      240000   2.399990e-06   1.932596e+00   1.911171e+01   2.127470e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.380162e+01   3.978104e+01   1.140753e-20   1.833133e+06   3.623221e-38   0.000000e+00   0.000000e+00
      248000   2.479990e-06   1.993683e+00   1.919433e+01   2.137934e+01   7.635762e+05   1.032694e+06   1.308002e+06  -2.158651e+01   1.596111e+01   9.309147e-20   1.833133e+06   5.836326e-39   0.000000e+00   0.000000e+00
      256000   2.559990e-06   2.054769e+00   1.927694e+01   2.148398e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.600711e+01   2.662374e+01  -2.894894e-20   1.833133e+06   1.623198e-38   0.000000e+00   0.000000e+00
      264000   2.639990e-06   2.115855e+00   1.935956e+01   2.158862e+01   7.635762e+05   1.032694e+06   1.308002e+06  -4.336101e+01   3.206123e+01   3.421024e-20   1.833133e+06   2.354538e-38   0.000000e+00   0.000000e+00
      272000   2.719990e-06   2.176941e+00   1.944217e+01   2.169326e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.209925e+01   3.852230e+01   7.425267e-20   1.833133e+06   3.398297e-38   0.000000e+00   0.000000e+00
      280000   2.799990e-06   2.238027e+00   1.952479e+01   2.179790e+01   7.635762e+05   1.032694e+06   1.308002e+06  -4.139446e+01   3.060716e+01  -1.836241e-20   1.833133e+06   2.145459e-38   0.000000e+00   0.000000e+00
      288000   2.879990e-06   2.299113e+00   1.960740e+01   2.190254e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.431621e+01   2.537348e+01   8.760417e-20   1.833133e+06   1.474490e-38   0.000000e+00   0.000000e+00
      296000   2.959990e-06   2.360199e+00   1.969002e+01   2.200718e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.549147e+01   4.103052e+01  -9.220796e-20   1.833133e+06   3.855799e-38   0.000000e+00   0.000000e+00
      304000   3.039990e-06   2.421285e+00   1.977263e+01   2.211182e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.538331e+01   4.095055e+01   5.584314e-21   1.833133e+06   3.839329e-38   0.000000e+00   0.000000e+00
      312000   3.119990e-06   2.482371e+00   1.985525e+01   2.221646e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.693382e+01   2.730895e+01  -6.125476e-20   1.833133e+06   1.708250e-38   0.000000e+00   0.000000e+00
      320000   3.199990e-06   2.543457e+00   1.993787e+01   2.232110e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.755182e+01   4.255395e+01   6.395772e-21   1.833133e+06   4.146733e-38   0.000000e+00   0.000000e+00
      328000   3.279990e-06   2.604544e+00   2.002048e+01   2.242574e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.515160e+01   4.077922e+01  -1.283922e-20   1.833133e+06   3.809300e-38   0.000000e+00   0.000000e+00
      336000   3.359990e-06   2.665630e+00   2.010310e+01   2.253038e+01   7.635762e+05   1.032694e+06   1.308002e+06  -3.090886e+01   2.285408e+01   4.103530e-20   1.833133e+06   1.196840e-38   0.000000e+00   0.000000e+00
      344000   3.439990e-06   2.726716e+00   2.018571e+01   2.263502e+01   7.635762e+05   1.032694e+06   1.308002e+06  -8.437539e+01   6.238736e+01   2.378852e-21   1.833133e+06   8.912275e-38   0.000000e+00   0.000000e+00
      352000   3.519990e-06   2.787802e+00   2.026833e+01   2.273966e+01   7.635762e+05   1.032694e+06   1.308002e+06  -6.330535e+01   4.680812e+01  -8.136461e-21   1.833133e+06   5.017923e-38   0.000000e+00   0.000000e+00
      360000   3.599990e-06   2.848888e+00   2.035094e+01   2.284430e+01   7.635762e+05   1.032694e+06   1.308002e+06  -7.061990e+01   5.221652e+01   3.808752e-20   1.833133e+06   6.243301e-38   0.000000e+00   0.000000e+00
      368000   3.679990e-06   2.909974e+00   2.043356e+01   2.294894e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.837039e+01   4.315920e+01   6.086218e-21   1.833133e+06   4.265183e-38   0.000000e+00   0.000000e+00
      376000   3.759990e-06   2.971060e+00   2.051617e+01   2.305358e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.540686e+01   4.096796e+01  -6.898243e-21   1.833133e+06   3.843540e-38   0.000000e+00   0.000000e+00
      384000   3.839990e-06   3.032146e+00   2.059879e+01   2.315822e+01   7.635762e+05   1.032694e+06   1.308002e+06  -7.886721e+01   5.831460e+01  -1.854859e-20   1.833133e+06   7.787189e-38   0.000000e+00   0.000000e+00
      392000   3.919990e-06   3.093232e+00   2.068140e+01   2.326286e+01   7.635762e+05   1.032694e+06   1.308002e+06  -6.920636e+01   5.117134e+01   5.714867e-20   1.833133e+06   5.996312e-38   0.000000e+00   0.000000e+00
      400000   3.999990e-06   3.154318e+00   2.076402e+01   2.336750e+01   7.635762e+05   1.032694e+06   1.308002e+06  -8.772953e+01   6.486742e+01  -2.978014e-19   1.833133e+06   9.635301e-38   0.000000e+00   0.000000e+00
      408000   4.079990e-06   3.215404e+00   2.084664e+01   2.347214e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.471604e+01   4.045716e+01  -1.409308e-19   1.833133e+06   3.748151e-38   0.000000e+00   0.000000e+00
      416000   4.159990e-06   3.276491e+00   2.092925e+01   2.357678e+01   7.635762e+05   1.032694e+06   1.308002e+06  -6.249565e+01   4.620943e+01  -1.270311e-19   1.833133e+06   4.890975e-38   0.000000e+00   0.000000e+00
      424000   4.239990e-06   3.337577e+00   2.101187e+01   2.368142e+01   7.635762e+05   1.032694e+06   1.308002e+06  -7.503680e+01   5.548238e+01  -9.668865e-20   1.833133e+06   7.048697e-38   0.000000e+00   0.000000e+00
      432000   4.319990e-06   3.398663e+00   2.109448e+01   2.378606e+01   7.635762e+05   1.032694e+06   1.308002e+06  -9.187369e+01   6.793162e+01  -2.409148e-21   1.833133e+06   1.056735e-37   0.000000e+00   0.000000e+00
      440000   4.399990e-06   3.459749e+00   2.117710e+01   2.389070e+01   7.635762e+05   1.032694e+06   1.308002e+06  -7.760376e+01   5.738040e+01   1.200106e-19   1.833133e+06   7.539711e-38   0.000000e+00   0.000000e+00
      448000   4.479990e-06   3.520835e+00   2.125971e+01   2.399534e+01   7.635762e+05   1.032694e+06   1.308002e+06  -8.199990e+01   6.063092e+01   1.731317e-19   1.833133e+06   8.418669e-38   0.000000e+00   0.000000e+00
      456000   4.559990e-06   3.581921e+00   2.134233e+01   2.409998e+01   7.635762e+05   1.032694e+06   1.308002e+06  -7.749432e+01   5.729948e+01  -1.298110e-19   1.833133e+06   7.519187e-38   0.000000e+00   0.000000e+00
      464000   4.639990e-06   3.643007e+00   2.142494e+01   2.420462e+01   7.635762e+05   1.032694e+06   1.308002e+06  -9.508494e+01   7.030603e+01  -2.204644e-19   1.833133e+06   1.131941e-37   0.000000e+00   0.000000e+00
      472000   4.719990e-06   3.704093e+00   2.150756e+01   2.430926e+01   7.635762e+05   1.032694e+06   1.308002e+06  -9.670190e+01   7.150161e+01  -2.865790e-19   1.833133e+06   1.170836e-37   0.000000e+00   0.000000e+00
      480000   4.799990e-06   3.765179e+00   2.159018e+01   2.441390e+01   7.635762e+05   1.032694e+06   1.308002e+06  -6.227502e+01   4.604630e+01   1.940698e-19   1.833133e+06   4.856264e-38   0.000000e+00   0.000000e+00
      488000   4.879990e-06   3.826265e+00   2.167279e+01   2.451854e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.056562e+02   7.812245e+01   1.911195e-19   1.833133e+06   1.397648e-37   0.000000e+00   0.000000e+00
      496000   4.959990e-06   3.887352e+00   2.175541e+01   2.462318e+01   7.635762e+05   1.032694e+06   1.308002e+06  -5.863116e+01   4.335201e+01  -4.916532e-20   1.833133e+06   4.305193e-38   0.000000e+00   0.000000e+00
      504000   5.039990e-06   3.948438e+00   2.183802e+01   2.472782e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.126184e+02   8.327031e+01  -4.199644e-19   1.833133e+06   1.587726e-37   0.000000e+00   0.000000e+00
      512000   5.119990e-06   4.009524e+00   2.192064e+01   2.483246e+01   7.635762e+05   1.032694e+06   1.308002e+06  -9.472585e+01   7.004051e+01  -1.313251e-19   1.833133e+06   1.123533e-37   0.000000e+00   0.000000e+00
      520000   5.199990e-06   4.070610e+00   2.200325e+01   2.493710e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.105095e+02   8.171101e+01   4.907670e-20   1.833133e+06   1.529055e-37   0.000000e+00   0.000000e+00
      528000   5.279990e-06   4.131696e+00   2.208587e+01   2.504174e+01   7.635762e+05   1.032694e+06   1.308002e+06  -9.471221e+01   7.003043e+01   2.416050e-19   1.833133e+06   1.123102e-37   0.000000e+00   0.000000e+00
      536000   5.359990e-06   4.192782e+00   2.216848e+01   2.514638e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.514269e+02   1.119654e+02   1.991668e-19   1.833133e+06   2.870462e-37   0.000000e+00   0.000000e+00
      544000   5.439990e-06   4.253868e+00   2.225110e+01   2.525103e+01   7.635762e+05   1.032694e+06   1.308002e+06  -9.867979e+01   7.296407e+01  -8.363689e-20   1.833133e+06   1.219235e-37   0.000000e+00   0.000000e+00
      552000   5.519990e-06   4.314954e+00   2.233371e+01   2.535567e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.043355e+02   7.714594e+01  -8.343950e-20   1.833133e+06   1.362776e-37   0.000000e+00   0.000000e+00
      560000   5.599990e-06   4.376040e+00   2.241633e+01   2.546031e+01   7.635762e+05   1.032694e+06   1.308002e+06  -9.837318e+01   7.273736e+01  -2.272937e-19   1.833133e+06   1.211717e-37   0.000000e+00   0.000000e+00
      568000   5.679990e-06   4.437126e+00   2.249895e+01   2.556495e+01   7.635762e+05   1.032694e+06   1.308002e+06  -7.685199e+01   5.682454e+01   3.305053e-20   1.833133e+06   7.395330e-38   0.000000e+00   0.000000e+00
      576000   5.759990e-06   4.498213e+00   2.258156e+01   2.566959e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.276992e+02   9.442112e+01   3.128473e-19   1.833133e+06   2.041630e-37   0.000000e+00   0.000000e+00
      584000   5.839990e-06   4.559299e+00   2.266418e+01   2.577423e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.346895e+02   9.958976e+01   1.979576e-20   1.833133e+06   2.271114e-37   0.000000e+00   0.000000e+00
      592000   5.919990e-06   4.620385e+00   2.274679e+01   2.587887e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.324873e+02   9.796141e+01  -2.330071e-20   1.833133e+06   2.197498e-37   0.000000e+00   0.000000e+00
      600000   5.999990e-06   4.681471e+00   2.282941e+01   2.598351e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.477397e+02   1.092391e+02  -6.246944e-20   1.833133e+06   2.732726e-37   0.000000e+00   0.000000e+00
      608000   6.079990e-06   4.742557e+00   2.291202e+01   2.608815e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.033442e+02   7.641293e+01   2.332088e-19   1.833133e+06   1.337166e-37   0.000000e+00   0.000000e+00
      616000   6.159990e-06   4.803643e+00   2.299464e+01   2.619279e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.050201e+02   7.765210e+01   7.807611e-20   1.833133e+06   1.380983e-37   0.000000e+00   0.000000e+00
      624000   6.239990e-06   4.864729e+00   2.307725e+01   2.629743e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.367796e+02   1.011352e+02  -6.249748e-20   1.833133e+06   2.342288e-37   0.000000e+00   0.000000e+00
      632000   6.319990e-06   4.925815e+00   2.315987e+01   2.640207e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.294973e+02   9.575062e+01  -3.619420e-19   1.833133e+06   2.099522e-37   0.000000e+00   0.000000e+00
      640000   6.399990e-06   4.986901e+00   2.324249e+01   2.650671e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.150790e+02   8.508968e+01  -1.477247e-19   1.833133e+06   1.658020e-37   0.000000e+00   0.000000e+00
      648000   6.479990e-06   5.047987e+00   2.332510e+01   2.661135e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.433927e+02   1.060249e+02   7.847202e-20   1.833133e+06   2.574545e-37   0.000000e+00   0.000000e+00
      656000   6.559990e-06   5.109074e+00   2.340772e+01   2.671599e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.311277e+02   9.695609e+01   1.674005e-19   1.833133e+06   2.152748e-37   0.000000e+00   0.000000e+00
      664000   6.639990e-06   5.170160e+00   2.349033e+01   2.682063e+01   7.635762e+05   1.032694e+06   1.308002e+06  -2.023306e+02   1.496037e+02  -2.527041e-19   1.833133e+06   5.124835e-37   0.000000e+00   0.000000e+00
      672000   6.719990e-06   5.231246e+00   2.357295e+01   2.692527e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.288776e+02   9.529240e+01   1.332856e-19   1.833133e+06   2.079674e-37   0.000000e+00   0.000000e+00
      680000   6.799990e-06   5.292332e+00   2.365556e+01   2.702991e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.464187e+02   1.082624e+02   1.634268e-19   1.833133e+06   2.684219e-37   0.000000e+00   0.000000e+00
      688000   6.879990e-06   5.353418e+00   2.373818e+01   2.713455e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.426500e+02   1.054758e+02   2.534577e-19   1.833133e+06   2.547937e-37   0.000000e+00   0.000000e+00
      696000   6.959990e-06   5.414504e+00   2.382079e+01   2.723919e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.521146e+02   1.124739e+02   3.029147e-19   1.833133e+06   2.896979e-37   0.000000e+00   0.000000e+00
      704000   7.039990e-06   5.475590e+00   2.390341e+01   2.734383e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.774556e+02   1.312111e+02   4.228602e-19   1.833133e+06   3.942571e-37   0.000000e+00   0.000000e+00
      712000   7.119990e-06   5.536676e+00   2.398603e+01   2.744847e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.640745e+02   1.213171e+02   1.299096e-19   1.833133e+06   3.370520e-37   0.000000e+00   0.000000e+00
      720000   7.199990e-06   5.597762e+00   2.406864e+01   2.755311e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.268107e+02   9.376411e+01   5.667984e-20   1.833133e+06   2.013500e-37   0.000000e+00   0.000000e+00
      728000   7.279990e-06   5.658848e+00   2.415126e+01   2.765775e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.618662e+02   1.196842e+02  -7.159926e-19   1.833133e+06   3.280396e-37   0.000000e+00   0.000000e+00
      736000   7.359990e-06   5.719935e+00   2.423387e+01   2.776239e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.592385e+02   1.177413e+02   1.932875e-19   1.833133e+06   3.174797e-37   0.000000e+00   0.000000e+00
      744000   7.439990e-06   5.781021e+00   2.431649e+01   2.786703e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.386795e+02   1.025400e+02  -2.052178e-19   1.833133e+06   2.408223e-37   0.000000e+00   0.000000e+00
      752000   7.519990e-06   5.842107e+00   2.439910e+01   2.797167e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.764289e+02   1.304519e+02   2.166205e-20   1.833133e+06   3.897114e-37   0.000000e+00   0.000000e+00
      760000   7.599990e-06   5.903193e+00   2.448172e+01   2.807631e+01   7.635762e+05   1.032694e+06   1.308002e+06  -1.393789e+02   1.030571e+02   7.233456e-19   1.833133e+06   2.432678e-37   0.000000e+00   0.000000e+00
