     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0   0.000000e+00   1.000000e-01   1.074608e+01   2.077914e+01   3.164052e+05  -3.872610e+04   1.491445e+06   0.000000e+00   0.000000e+00   0.000000e+00   1.525130e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   1.253124e-01   1.074298e+01   2.089845e+01   3.164055e+05  -3.872349e+04   1.491445e+06   5.859237e+06   4.787521e+07   6.626010e-15   1.525130e+06   1.303282e-26   0.000000e+00   0.000000e+00
       16000   1.599900e-07   1.506249e-01   1.073988e+01   2.101777e+01   3.164056e+05  -3.872284e+04   1.491445e+06   3.089958e+06   2.524815e+07  -8.181145e-16   1.525130e+06   3.624322e-27   0.000000e+00   0.000000e+00
       24000   2.399900e-07   1.759373e-01   1.073679e+01   2.113708e+01   3.164059e+05  -3.872102e+04   1.491445e+06  -9.046730e+05  -7.392466e+06  -8.275361e-16   1.525130e+06   3.103822e-28   0.000000e+00   0.000000e+00
       32000   3.199900e-07   2.012498e-01   1.073369e+01   2.125640e+01   3.164058e+05  -3.872106e+04   1.491445e+06   6.216796e+04   5.080002e+05  -1.408730e-16   1.525130e+06   1.473558e-30   0.000000e+00   0.000000e+00
       40000   3.999900e-07   2.265623e-01   1.073059e+01   2.137571e+01   3.164059e+05  -3.872088e+04   1.491445e+06   7.619580e+05   6.226305e+06  -1.295195e-15   1.525130e+06   2.204008e-28   0.000000e+00   0.000000e+00
       48000   4.799900e-07   2.518747e-01   1.072749e+01   2.149503e+01   3.164059e+05  -3.872083e+04   1.491445e+06  -5.326766e+05  -4.352748e+06  -3.412900e-16   1.525130e+06   1.076940e-28   0.000000e+00   0.000000e+00
       56000   5.599900e-07   2.771872e-01   1.072440e+01   2.161435e+01   3.164059e+05  -3.872055e+04   1.491445e+06  -1.139428e+05  -9.310866e+05  -2.444314e-16   1.525130e+06   4.919090e-30   0.000000e+00   0.000000e+00
       64000   6.399900e-07   3.024997e-01   1.072130e+01   2.173366e+01   3.164059e+05  -3.872075e+04   1.491445e+06   3.037093e-02   2.481755e-01   1.012143e-23   1.525130e+06   3.543546e-43   0.000000e+00   0.000000e+00
       72000   7.199900e-07   3.278122e-01   1.071820e+01   2.185298e+01   3.164059e+05  -3.872075e+04   1.491445e+06   1.320310e-01   1.078889e+00   2.964822e-22   1.525130e+06   6.602751e-42   0.000000e+00   0.000000e+00
       80000   7.999900e-07   3.531246e-01   1.071510e+01   2.197229e+01   3.164059e+05  -3.872075e+04   1.491445e+06  -8.343156e-01  -6.817594e+00   7.987900e-22   1.525130e+06   2.642098e-40   0.000000e+00   0.000000e+00
       88000   8.799900e-07   3.784371e-01   1.071201e+01   2.209161e+01   3.164059e+05  -3.872075e+04   1.491445e+06   8.365939e-01   6.836211e+00  -1.346426e-22   1.525130e+06   2.656614e-40   0.000000e+00   0.000000e+00
       96000   9.599900e-07   4.037496e-01   1.070891e+01   2.221092e+01   3.164059e+05  -3.872075e+04   1.491445e+06  -9.926268e-02  -8.111232e-01  -1.710189e-23   1.525130e+06   3.730864e-42   0.000000e+00   0.000000e+00
      104000   1.039990e-06   4.290620e-01   1.070581e+01   2.233024e+01   3.164059e+05  -3.872075e+04   1.491445e+06  -8.879182e-01  -7.255607e+00  -6.964714e-22   1.525130e+06   2.994029e-40   0.000000e+00   0.000000e+00
