       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   2.28769475e-06   1.63156095e-06   2.17091435e-08  -9.27470170e-18   1.28961393e-17   8.14629703e-18
  8.00000000e-08  -2.28528445e-07  -1.61798231e-07  -1.64281467e-06   4.87141359e-18   1.36249885e-18  -8.11842320e-19
  1.60000000e-07  -1.51514328e-15  -4.84413480e-16  -5.25560266e-07   1.26584767e-18   8.49146641e-19  -4.43199158e-27
  2.40000000e-07   0.00000000e+00   0.00000000e+00   1.16866007e-06  -2.81478955e-18  -1.88821329e-18  -6.89105085e-41
  3.20000000e-07   0.00000000e+00   0.00000000e+00  -7.52430994e-08   1.81227647e-19   1.21570836e-19  -2.86080511e-43
  4.00000000e-07   0.00000000e+00   0.00000000e+00   2.62227498e-07  -6.31591105e-19  -4.23682927e-19  -3.46963269e-42
  4.80000000e-07   0.00000000e+00   0.00000000e+00  -2.88504683e-07   6.94881476e-19   4.66138947e-19  -4.20037362e-42
  5.60000000e-07   0.00000000e+00   0.00000000e+00   8.18091666e-13  -1.97042396e-24  -1.32179724e-24  -3.37798491e-53
  6.40000000e-07   0.00000000e+00   0.00000000e+00   6.38743529e-13  -1.53845297e-24  -1.03202302e-24  -2.05920498e-53
  7.20000000e-07   0.00000000e+00   0.00000000e+00   1.85037639e-13  -4.45674503e-25  -2.98966791e-25  -1.72890620e-54
  8.00000000e-07   0.00000000e+00   0.00000000e+00   8.13965836e-13  -1.96048664e-24  -1.31513110e-24  -3.34416642e-53
  8.80000000e-07   0.00000000e+00   0.00000000e+00   2.91050124e-13  -7.01012076e-25  -4.70252011e-25  -4.27599339e-54
  9.60000000e-07   0.00000000e+00   0.00000000e+00   4.34648951e-13  -1.04687866e-24  -7.02265783e-25  -9.53449011e-54
  1.04000000e-06   0.00000000e+00   0.00000000e+00   4.17613204e-13  -1.00584702e-24  -6.74740989e-25  -8.80248815e-54
  1.12000000e-06   0.00000000e+00   0.00000000e+00   3.54174495e-13  -8.53050995e-25  -5.72242560e-25  -6.33390822e-54
  1.20000000e-06   0.00000000e+00   0.00000000e+00   4.10214618e-13  -9.88027070e-25  -6.62787036e-25  -8.49113161e-54
  1.28000000e-06   0.00000000e+00   0.00000000e+00   1.42936262e-12  -3.44270753e-24  -2.30943260e-24  -1.03115653e-52
  1.36000000e-06   0.00000000e+00   0.00000000e+00   6.64945445e-13  -1.60156189e-24  -1.07435767e-24  -2.23182993e-53
  1.44000000e-06   0.00000000e+00   0.00000000e+00   1.00138748e-12  -2.41190318e-24  -1.61794976e-24  -5.06177454e-53
  1.52000000e-06   0.00000000e+00   0.00000000e+00   1.08105201e-12  -2.60378008e-24  -1.74666437e-24  -5.89895193e-53
  1.60000000e-06   0.00000000e+00   0.00000000e+00   5.84183065e-13  -1.40704075e-24  -9.43869245e-25  -1.72282111e-53
  1.68000000e-06   0.00000000e+00   0.00000000e+00   9.33527106e-13  -2.24845730e-24  -1.50830720e-24  -4.39836474e-53
  1.76000000e-06   0.00000000e+00   0.00000000e+00   3.93342620e-13  -9.47389826e-25  -6.35526813e-25  -7.81016332e-54
  1.84000000e-06   0.00000000e+00   0.00000000e+00   8.33952493e-13  -2.00862573e-24  -1.34742371e-24  -3.50997134e-53
  1.92000000e-06   0.00000000e+00   0.00000000e+00   3.67259269e-13  -8.84566477e-25  -5.93383735e-25  -6.80398686e-54
  2.00000000e-06   0.00000000e+00   0.00000000e+00   1.78050362e-13  -4.28845219e-25  -2.87677393e-25  -1.60192094e-54
  2.08000000e-06   0.00000000e+00   0.00000000e+00   4.57874818e-13  -1.10281958e-24  -7.39792001e-25  -1.05836999e-53
  2.16000000e-06   0.00000000e+00   0.00000000e+00   4.22958128e-14  -1.01872060e-25  -6.83376826e-26  -9.06775767e-56
  2.24000000e-06   0.00000000e+00   0.00000000e+00   6.37059988e-13  -1.53439806e-24  -1.02930291e-24  -2.04789090e-53
  2.32000000e-06   0.00000000e+00   0.00000000e+00   5.08148889e-13  -1.22390777e-24  -8.21020219e-25  -1.30365689e-53
  2.40000000e-06   0.00000000e+00   0.00000000e+00   5.22892005e-13  -1.25941747e-24  -8.44840789e-25  -1.37994013e-53
  2.48000000e-06   0.00000000e+00   0.00000000e+00   1.65145226e-13  -3.97762405e-25  -2.66826460e-25  -1.37772643e-54
  2.56000000e-06   0.00000000e+00   0.00000000e+00   9.60807720e-13  -2.31416433e-24  -1.55238471e-24  -4.65886126e-53
  2.64000000e-06   0.00000000e+00   0.00000000e+00   5.03178194e-13  -1.21193554e-24  -8.12989027e-25  -1.27796095e-53
  2.72000000e-06   0.00000000e+00   0.00000000e+00   4.62923385e-13  -1.11497937e-24  -7.47949010e-25  -1.08171045e-53
  2.80000000e-06   0.00000000e+00   0.00000000e+00  -1.67938219e-14   4.04489501e-26   2.71339122e-26  -1.42870275e-56
  2.88000000e-06   0.00000000e+00   0.00000000e+00   3.02162088e-13  -7.27775922e-25  -4.88205699e-25  -4.60755144e-54
  2.96000000e-06   0.00000000e+00   0.00000000e+00  -6.51448602e-14   1.56905392e-25   1.05255071e-25  -2.14148807e-55
  3.04000000e-06   0.00000000e+00   0.00000000e+00  -3.62245867e-14   8.72491389e-26   5.85283540e-26  -6.64190172e-56
  3.12000000e-06   0.00000000e+00   0.00000000e+00   3.40250570e-13  -8.19514368e-25  -5.49745564e-25  -5.84381512e-54
  3.20000000e-06   0.00000000e+00   0.00000000e+00   3.01244702e-13  -7.25566342e-25  -4.86723471e-25  -4.58042469e-54
  3.28000000e-06   0.00000000e+00   0.00000000e+00   4.64654786e-13  -1.11914955e-24  -7.50746450e-25  -1.08963224e-53
  3.36000000e-06   0.00000000e+00   0.00000000e+00   4.73325268e-13  -1.14003294e-24  -7.64755417e-25  -1.13097696e-53
  3.44000000e-06   0.00000000e+00   0.00000000e+00   3.54220394e-13  -8.53161546e-25  -5.72316720e-25  -6.33283332e-54
  3.52000000e-06   0.00000000e+00   0.00000000e+00   5.52202313e-13  -1.33001314e-24  -8.92197688e-25  -1.53905279e-53
  3.60000000e-06   0.00000000e+00   0.00000000e+00   7.65236765e-13  -1.84311969e-24  -1.23639915e-24  -2.95541856e-53
  3.68000000e-06   0.00000000e+00   0.00000000e+00   1.20847880e-12  -2.91069532e-24  -1.95254886e-24  -7.37098364e-53
  3.76000000e-06   0.00000000e+00   0.00000000e+00   2.12304931e-13  -5.11349449e-25  -3.43022773e-25  -2.27662235e-54
  3.84000000e-06   0.00000000e+00   0.00000000e+00  -1.39648643e-13   3.36352322e-25   2.25631428e-25  -9.85248929e-55
  3.92000000e-06   0.00000000e+00   0.00000000e+00   4.98885453e-13  -1.20159622e-24  -8.06053212e-25  -1.25628885e-53
  4.00000000e-06   0.00000000e+00   0.00000000e+00   4.54073812e-13  -1.09366463e-24  -7.33650685e-25  -1.04052121e-53
  4.08000000e-06   0.00000000e+00   0.00000000e+00   3.65192589e-13  -8.79588751e-25  -5.90044583e-25  -6.73198080e-54
  4.16000000e-06   0.00000000e+00   0.00000000e+00   5.32870224e-13  -1.28345062e-24  -8.60962678e-25  -1.43314578e-53
  4.24000000e-06   0.00000000e+00   0.00000000e+00   6.98577674e-13  -1.68256718e-24  -1.12869753e-24  -2.46313926e-53
  4.32000000e-06   0.00000000e+00   0.00000000e+00   5.65645139e-13  -1.36239101e-24  -9.13917369e-25  -1.61492412e-53
  4.40000000e-06   0.00000000e+00   0.00000000e+00   5.94505437e-13  -1.43190281e-24  -9.60547183e-25  -1.78415958e-53
  4.48000000e-06   0.00000000e+00   0.00000000e+00   6.01857356e-13  -1.44961036e-24  -9.72425738e-25  -1.82819602e-53
  4.56000000e-06   0.00000000e+00   0.00000000e+00   2.69759194e-13  -6.49731565e-25  -4.35852085e-25  -3.67285871e-54
  4.64000000e-06   0.00000000e+00   0.00000000e+00  -4.35415662e-14   1.04872533e-25   7.03504563e-26  -9.56992487e-56
  4.72000000e-06   0.00000000e+00   0.00000000e+00   2.54049829e-13  -6.11894596e-25  -4.10470338e-25  -3.25555563e-54
  4.80000000e-06   0.00000000e+00   0.00000000e+00   5.42034823e-13  -1.30552412e-24  -8.75769993e-25  -1.48294978e-53
  4.88000000e-06   0.00000000e+00   0.00000000e+00   1.37488679e-12  -3.31149916e-24  -2.22141556e-24  -9.54090054e-53
  4.96000000e-06   0.00000000e+00   0.00000000e+00   6.64750074e-13  -1.60109133e-24  -1.07404200e-24  -2.23042842e-53
  5.04000000e-06   0.00000000e+00   0.00000000e+00   9.57641324e-13  -2.30653787e-24  -1.54726874e-24  -4.62864760e-53
  5.12000000e-06   0.00000000e+00   0.00000000e+00   7.81678201e-13  -1.88271989e-24  -1.26296371e-24  -3.08438367e-53
  5.20000000e-06   0.00000000e+00   0.00000000e+00   6.83462211e-13  -1.64616066e-24  -1.10427535e-24  -2.35780868e-53
  5.28000000e-06   0.00000000e+00   0.00000000e+00   1.13473266e-12  -2.73307322e-24  -1.83339663e-24  -6.49859812e-53
  5.36000000e-06   0.00000000e+00   0.00000000e+00   5.29497715e-13  -1.27532772e-24  -8.55513687e-25  -1.41528735e-53
  5.44000000e-06   0.00000000e+00   0.00000000e+00   6.57897599e-13  -1.58458672e-24  -1.06297041e-24  -2.18511260e-53
  5.52000000e-06   0.00000000e+00   0.00000000e+00   7.09073879e-13  -1.70784793e-24  -1.14565633e-24  -2.53763964e-53
  5.60000000e-06   0.00000000e+00   0.00000000e+00   7.20054855e-13  -1.73429629e-24  -1.16339838e-24  -2.61674684e-53
  5.68000000e-06   0.00000000e+00   0.00000000e+00   7.20272618e-13  -1.73482078e-24  -1.16375022e-24  -2.61893840e-53
  5.76000000e-06   0.00000000e+00   0.00000000e+00   5.32077956e-13  -1.28154239e-24  -8.59682603e-25  -1.42887550e-53
  5.84000000e-06   0.00000000e+00   0.00000000e+00   8.11062637e-13  -1.95349411e-24  -1.31044038e-24  -3.32035711e-53
  5.92000000e-06   0.00000000e+00   0.00000000e+00   9.38723937e-13  -2.26097418e-24  -1.51670376e-24  -4.44750230e-53
  6.00000000e-06   0.00000000e+00   0.00000000e+00   6.67728439e-13  -1.60826490e-24  -1.07885417e-24  -2.25029537e-53
  6.08000000e-06   0.00000000e+00   0.00000000e+00   1.13741578e-12  -2.73953568e-24  -1.83773176e-24  -6.52964467e-53
  6.16000000e-06   0.00000000e+00   0.00000000e+00   2.03036452e-13  -4.89025748e-25  -3.28047617e-25  -2.08125009e-54
  6.24000000e-06   0.00000000e+00   0.00000000e+00   4.61739691e-13  -1.11212837e-24  -7.46036507e-25  -1.07635513e-53
  6.32000000e-06   0.00000000e+00   0.00000000e+00   2.59679254e-13  -6.25453411e-25  -4.19565845e-25  -3.40400728e-54
